level	levelExp	total	totalInt
1398	1200	1255600	0
1399	1200	1256800	0
1400	1200	1258000	842500
1401	1200	1259200	0
1402	1200	1260400	0
1403	1200	1261600	0
1404	1200	1262800	0
1405	1200	1264000	0
1406	1200	1265200	0
1407	1200	1266400	0
1408	1200	1267600	0
1409	1200	1268800	0
1410	1200	1270000	0
1411	1200	1271200	0
1412	1200	1272400	0
1413	1200	1273600	0
1414	1200	1274800	0
1415	1200	1276000	0
1416	1200	1277200	0
1417	1200	1278400	0
1418	1200	1279600	0
1419	1200	1280800	0
1420	1200	1282000	0
1421	1200	1283200	0
1422	1200	1284400	0
1423	1200	1285600	0
1424	1200	1286800	0
1425	1200	1288000	862500
1426	1200	1289200	0
1427	1200	1290400	0
1428	1200	1291600	0
1429	1200	1292800	0
1430	1200	1294000	0
1431	1200	1295200	0
1432	1200	1296400	0
1433	1200	1297600	0
1434	1200	1298800	0
1435	1200	1300000	0
1436	1200	1301200	0
1437	1200	1302400	0
1438	1200	1303600	0
1439	1200	1304800	0
1440	1200	1306000	0
1441	1200	1307200	0
1442	1200	1308400	0
1443	1200	1309600	0
1444	1200	1310800	0
1445	1200	1312000	0
1446	1200	1313200	0
1447	1200	1314400	0
1448	1200	1315600	0
1449	1200	1316800	0
1450	1200	1318000	882500
1451	1200	1319200	0
1452	1200	1320400	0
1453	1200	1321600	0
1454	1200	1322800	0
1455	1200	1324000	0
1456	1200	1325200	0
1457	1200	1326400	0
1458	1200	1327600	0
1459	1200	1328800	0
1460	1200	1330000	0
1461	1200	1331200	0
1462	1200	1332400	0
1463	1200	1333600	0
1464	1200	1334800	0
1465	1200	1336000	0
1466	1200	1337200	0
1467	1200	1338400	0
1468	1200	1339600	0
1469	1200	1340800	0
1470	1200	1342000	0
1471	1200	1343200	0
1472	1200	1344400	0
1473	1200	1345600	0
1474	1200	1346800	0
1475	1200	1348000	902500
1476	1200	1349200	0
1477	1200	1350400	0
1478	1200	1351600	0
1479	1200	1352800	0
1480	1200	1354000	0
1481	1200	1355200	0
1482	1200	1356400	0
1483	1200	1357600	0
1484	1200	1358800	0
1485	1200	1360000	0
1486	1200	1361200	0
1487	1200	1362400	0
1488	1200	1363600	0
1489	1200	1364800	0
1490	1200	1366000	0
1491	1200	1367200	0
1492	1200	1368400	0
1493	1200	1369600	0
1494	1200	1370800	0
1495	1200	1372000	0
1496	1200	1373200	0
1497	1200	1374400	0
1498	1200	1375600	0
1499	1200	1376800	0
1500	1200	1378000	922500
1501	1200	1379200	0
1502	1200	1380400	0
1503	1200	1381600	0
1504	1200	1382800	0
1505	1200	1384000	0
1506	1200	1385200	0
1507	1200	1386400	0
1508	1200	1387600	0
1509	1200	1388800	0
1510	1200	1390000	0
1511	1200	1391200	0
1512	1200	1392400	0
1513	1200	1393600	0
1514	1200	1394800	0
1515	1200	1396000	0
1516	1200	1397200	0
1517	1200	1398400	0
1518	1200	1399600	0
1519	1200	1400800	0
1520	1200	1402000	0
1521	1200	1403200	0
1522	1200	1404400	0
1523	1200	1405600	0
1524	1200	1406800	0
1525	1200	1408000	942500
1526	1200	1409200	0
1527	1200	1410400	0
1528	1200	1411600	0
1529	1200	1412800	0
1530	1200	1414000	0
1531	1200	1415200	0
1532	1200	1416400	0
1533	1200	1417600	0
1534	1200	1418800	0
1535	1200	1420000	0
1536	1200	1421200	0
1537	1200	1422400	0
1538	1200	1423600	0
1539	1200	1424800	0
1540	1200	1426000	0
1541	1200	1427200	0
1542	1200	1428400	0
1543	1200	1429600	0
1544	1200	1430800	0
1545	1200	1432000	0
1546	1200	1433200	0
1547	1200	1434400	0
1548	1200	1435600	0
1549	1200	1436800	0
1550	1200	1438000	962500
1551	1200	1439200	0
1552	1200	1440400	0
1553	1200	1441600	0
1554	1200	1442800	0
1555	1200	1444000	0
1556	1200	1445200	0
1557	1200	1446400	0
1558	1200	1447600	0
1559	1200	1448800	0
1560	1200	1450000	0
1561	1200	1451200	0
1562	1200	1452400	0
1563	1200	1453600	0
1564	1200	1454800	0
1565	1200	1456000	0
1566	1200	1457200	0
1567	1200	1458400	0
1568	1200	1459600	0
1569	1200	1460800	0
1570	1200	1462000	0
1571	1200	1463200	0
1572	1200	1464400	0
1573	1200	1465600	0
1574	1200	1466800	0
1575	1200	1468000	982500
1576	1200	1469200	0
1577	1200	1470400	0
1578	1200	1471600	0
1579	1200	1472800	0
1580	1200	1474000	0
1581	1200	1475200	0
1582	1200	1476400	0
1583	1200	1477600	0
1584	1200	1478800	0
1585	1200	1480000	0
1586	1200	1481200	0
1587	1200	1482400	0
1588	1200	1483600	0
1589	1200	1484800	0
1590	1200	1486000	0
1591	1200	1487200	0
1592	1200	1488400	0
1593	1200	1489600	0
1594	1200	1490800	0
1595	1200	1492000	0
1596	1200	1493200	0
1597	1200	1494400	0
1598	1200	1495600	0
1599	1200	1496800	0
1600	1200	1498000	1002500
1601	1200	1499200	0
1602	1200	1500400	0
1603	1200	1501600	0
1604	1200	1502800	0
1605	1200	1504000	0
1606	1200	1505200	0
1607	1200	1506400	0
1608	1200	1507600	0
1609	1200	1508800	0
1610	1200	1510000	0
1611	1200	1511200	0
1612	1200	1512400	0
1613	1200	1513600	0
1614	1200	1514800	0
1615	1200	1516000	0
1616	1200	1517200	0
1617	1200	1518400	0
1618	1200	1519600	0
1619	1200	1520800	0
1620	1200	1522000	0
1621	1200	1523200	0
1622	1200	1524400	0
1623	1200	1525600	0
1624	1200	1526800	0
1625	1200	1528000	1022500
1626	1200	1529200	0
1627	1200	1530400	0
1628	1200	1531600	0
1629	1200	1532800	0
1630	1200	1534000	0
1631	1200	1535200	0
1632	1200	1536400	0
1633	1200	1537600	0
1634	1200	1538800	0
1635	1200	1540000	0
1636	1200	1541200	0
1637	1200	1542400	0
1638	1200	1543600	0
1639	1200	1544800	0
1640	1200	1546000	0
1641	1200	1547200	0
1642	1200	1548400	0
1643	1200	1549600	0
1644	1200	1550800	0
1645	1200	1552000	0
1646	1200	1553200	0
1647	1200	1554400	0
1648	1200	1555600	0
1649	1200	1556800	0
1650	1200	1558000	1042500
1651	1200	1559200	0
1652	1200	1560400	0
1653	1200	1561600	0
1654	1200	1562800	0
1655	1200	1564000	0
1656	1200	1565200	0
1657	1200	1566400	0
1658	1200	1567600	0
1659	1200	1568800	0
1660	1200	1570000	0
1661	1200	1571200	0
1662	1200	1572400	0
1663	1200	1573600	0
1664	1200	1574800	0
1665	1200	1576000	0
1666	1200	1577200	0
1667	1200	1578400	0
1668	1200	1579600	0
1669	1200	1580800	0
1670	1200	1582000	0
1671	1200	1583200	0
1672	1200	1584400	0
1673	1200	1585600	0
1674	1200	1586800	0
1675	1200	1588000	1062500
1676	1200	1589200	0
1677	1200	1590400	0
1678	1200	1591600	0
1679	1200	1592800	0
1680	1200	1594000	0
1681	1200	1595200	0
1682	1200	1596400	0
1683	1200	1597600	0
1684	1200	1598800	0
1685	1200	1600000	0
1686	1200	1601200	0
1687	1200	1602400	0
1688	1200	1603600	0
1689	1200	1604800	0
1690	1200	1606000	0
1691	1200	1607200	0
1692	1200	1608400	0
1693	1200	1609600	0
1694	1200	1610800	0
1695	1200	1612000	0
1696	1200	1613200	0
1697	1200	1614400	0
1698	1200	1615600	0
1699	1200	1616800	0
1700	1200	1618000	1082500
1701	1200	1619200	0
1702	1200	1620400	0
1703	1200	1621600	0
1704	1200	1622800	0
1705	1200	1624000	0
1706	1200	1625200	0
1707	1200	1626400	0
1708	1200	1627600	0
1709	1200	1628800	0
1710	1200	1630000	0
1711	1200	1631200	0
1712	1200	1632400	0
1713	1200	1633600	0
1714	1200	1634800	0
1715	1200	1636000	0
1716	1200	1637200	0
1717	1200	1638400	0
1718	1200	1639600	0
1719	1200	1640800	0
1720	1200	1642000	0
1721	1200	1643200	0
1722	1200	1644400	0
1723	1200	1645600	0
1724	1200	1646800	0
1725	1200	1648000	1102500
1726	1200	1649200	0
1727	1200	1650400	0
1728	1200	1651600	0
1729	1200	1652800	0
1730	1200	1654000	0
1731	1200	1655200	0
1732	1200	1656400	0
1733	1200	1657600	0
1734	1200	1658800	0
1735	1200	1660000	0
1736	1200	1661200	0
1737	1200	1662400	0
1738	1200	1663600	0
1739	1200	1664800	0
1740	1200	1666000	0
1741	1200	1667200	0
1742	1200	1668400	0
1743	1200	1669600	0
1744	1200	1670800	0
1745	1200	1672000	0
1746	1200	1673200	0
1747	1200	1674400	0
1748	1200	1675600	0
1749	1200	1676800	0
1750	1200	1678000	1122500
1751	1200	1679200	0
1752	1200	1680400	0
1753	1200	1681600	0
1754	1200	1682800	0
1755	1200	1684000	0
1756	1200	1685200	0
1757	1200	1686400	0
1758	1200	1687600	0
1759	1200	1688800	0
1760	1200	1690000	0
1761	1200	1691200	0
1762	1200	1692400	0
1763	1200	1693600	0
1764	1200	1694800	0
1765	1200	1696000	0
1766	1200	1697200	0
1767	1200	1698400	0
1768	1200	1699600	0
1769	1200	1700800	0
1770	1200	1702000	0
1771	1200	1703200	0
1772	1200	1704400	0
1773	1200	1705600	0
1774	1200	1706800	0
1775	1200	1708000	1142500
1776	1200	1709200	0
1777	1200	1710400	0
1778	1200	1711600	0
1779	1200	1712800	0
1780	1200	1714000	0
1781	1200	1715200	0
1782	1200	1716400	0
1783	1200	1717600	0
1784	1200	1718800	0
1785	1200	1720000	0
1786	1200	1721200	0
1787	1200	1722400	0
1788	1200	1723600	0
1789	1200	1724800	0
1790	1200	1726000	0
1791	1200	1727200	0
1792	1200	1728400	0
1793	1200	1729600	0
1794	1200	1730800	0
1795	1200	1732000	0
1796	1200	1733200	0
1797	1200	1734400	0
1798	1200	1735600	0
1799	1200	1736800	0
1800	1200	1738000	1162500
1801	1200	1739200	0
1802	1200	1740400	0
1803	1200	1741600	0
1804	1200	1742800	0
1805	1200	1744000	0
1806	1200	1745200	0
1807	1200	1746400	0
1808	1200	1747600	0
1809	1200	1748800	0
1810	1200	1750000	0
1811	1200	1751200	0
1812	1200	1752400	0
1813	1200	1753600	0
1814	1200	1754800	0
1815	1200	1756000	0
1816	1200	1757200	0
1817	1200	1758400	0
1818	1200	1759600	0
1819	1200	1760800	0
1820	1200	1762000	0
1821	1200	1763200	0
1822	1200	1764400	0
1823	1200	1765600	0
1824	1200	1766800	0
1825	1200	1768000	1182500
1826	1200	1769200	0
1827	1200	1770400	0
1828	1200	1771600	0
1829	1200	1772800	0
1830	1200	1774000	0
1831	1200	1775200	0
1832	1200	1776400	0
1833	1200	1777600	0
1834	1200	1778800	0
1835	1200	1780000	0
1836	1200	1781200	0
1837	1200	1782400	0
1838	1200	1783600	0
1839	1200	1784800	0
1840	1200	1786000	0
1841	1200	1787200	0
1842	1200	1788400	0
1843	1200	1789600	0
1844	1200	1790800	0
1845	1200	1792000	0
1846	1200	1793200	0
1847	1200	1794400	0
1848	1200	1795600	0
1849	1200	1796800	0
1850	1200	1798000	1202500
1851	1200	1799200	0
1852	1200	1800400	0
1853	1200	1801600	0
1854	1200	1802800	0
1855	1200	1804000	0
1856	1200	1805200	0
1857	1200	1806400	0
1858	1200	1807600	0
1859	1200	1808800	0
1860	1200	1810000	0
1861	1200	1811200	0
1862	1200	1812400	0
1863	1200	1813600	0
1864	1200	1814800	0
1865	1200	1816000	0
1866	1200	1817200	0
1867	1200	1818400	0
1868	1200	1819600	0
1869	1200	1820800	0
1870	1200	1822000	0
1871	1200	1823200	0
1872	1200	1824400	0
1873	1200	1825600	0
1874	1200	1826800	0
1875	1200	1828000	1222500
1876	1200	1829200	0
1877	1200	1830400	0
1878	1200	1831600	0
1879	1200	1832800	0
1880	1200	1834000	0
1881	1200	1835200	0
1882	1200	1836400	0
1883	1200	1837600	0
1884	1200	1838800	0
1885	1200	1840000	0
1886	1200	1841200	0
1887	1200	1842400	0
1888	1200	1843600	0
1889	1200	1844800	0
1890	1200	1846000	0
1891	1200	1847200	0
1892	1200	1848400	0
1893	1200	1849600	0
1894	1200	1850800	0
1895	1200	1852000	0
1896	1200	1853200	0
1897	1200	1854400	0
1898	1200	1855600	0
1899	1200	1856800	0
1900	1200	1858000	1242500
1901	1300	1859300	0
1902	1300	1860600	0
1903	1300	1861900	0
1904	1300	1863200	0
1905	1300	1864500	0
1906	1300	1865800	0
1907	1300	1867100	0
1908	1300	1868400	0
1909	1300	1869700	0
1910	1300	1871000	0
1911	1300	1872300	0
1912	1300	1873600	0
1913	1300	1874900	0
1914	1300	1876200	0
1915	1300	1877500	0
1916	1300	1878800	0
1917	1300	1880100	0
1918	1300	1881400	0
1919	1300	1882700	0
1920	1300	1884000	0
1921	1300	1885300	0
1922	1300	1886600	0
1923	1300	1887900	0
1924	1300	1889200	0
1925	1300	1890500	1265000
1926	1300	1891800	0
1927	1300	1893100	0
1928	1300	1894400	0
1929	1300	1895700	0
1930	1300	1897000	0
1931	1300	1898300	0
1932	1300	1899600	0
1933	1300	1900900	0
1934	1300	1902200	0
1935	1300	1903500	0
1936	1300	1904800	0
1937	1300	1906100	0
1938	1300	1907400	0
1939	1300	1908700	0
1940	1300	1910000	0
1941	1300	1911300	0
1942	1300	1912600	0
1943	1300	1913900	0
1944	1300	1915200	0
1945	1300	1916500	0
1946	1300	1917800	0
1947	1300	1919100	0
1948	1300	1920400	0
1949	1300	1921700	0
1950	1300	1923000	1287500
1951	1300	1924300	0
1952	1300	1925600	0
1953	1300	1926900	0
1954	1300	1928200	0
1955	1300	1929500	0
1956	1300	1930800	0
1957	1300	1932100	0
1958	1300	1933400	0
1959	1300	1934700	0
1960	1300	1936000	0
1961	1300	1937300	0
1962	1300	1938600	0
1963	1300	1939900	0
1964	1300	1941200	0
1965	1300	1942500	0
1966	1300	1943800	0
1967	1300	1945100	0
1968	1300	1946400	0
1969	1300	1947700	0
1970	1300	1949000	0
1971	1300	1950300	0
1972	1300	1951600	0
1973	1300	1952900	0
1974	1300	1954200	0
1975	1300	1955500	1310000
1976	1300	1956800	0
1977	1300	1958100	0
1978	1300	1959400	0
1979	1300	1960700	0
1980	1300	1962000	0
1981	1300	1963300	0
1982	1300	1964600	0
1983	1300	1965900	0
1984	1300	1967200	0
1985	1300	1968500	0
1986	1300	1969800	0
1987	1300	1971100	0
1988	1300	1972400	0
1989	1300	1973700	0
1990	1300	1975000	0
1991	1300	1976300	0
1992	1300	1977600	0
1993	1300	1978900	0
1994	1300	1980200	0
1995	1300	1981500	0
1996	1300	1982800	0
1997	1300	1984100	0
1998	1300	1985400	0
1999	1300	1986700	0
2000	1300	1988000	1332500
2001	1400	1989400	0
2002	1400	1990800	0
2003	1400	1992200	0
2004	1400	1993600	0
2005	1400	1995000	0
2006	1400	1996400	0
2007	1400	1997800	0
2008	1400	1999200	0
2009	1400	2000600	0
2010	1400	2002000	0
2011	1400	2003400	0
2012	1400	2004800	0
2013	1400	2006200	0
2014	1400	2007600	0
2015	1400	2009000	0
2016	1400	2010400	0
2017	1400	2011800	0
2018	1400	2013200	0
2019	1400	2014600	0
2020	1400	2016000	0
2021	1400	2017400	0
2022	1400	2018800	0
2023	1400	2020200	0
2024	1400	2021600	0
2025	1400	2023000	1357500
2026	1400	2024400	0
2027	1400	2025800	0
2028	1400	2027200	0
2029	1400	2028600	0
2030	1400	2030000	0
2031	1400	2031400	0
2032	1400	2032800	0
2033	1400	2034200	0
2034	1400	2035600	0
2035	1400	2037000	0
2036	1400	2038400	0
2037	1400	2039800	0
2038	1400	2041200	0
2039	1400	2042600	0
2040	1400	2044000	0
2041	1400	2045400	0
2042	1400	2046800	0
2043	1400	2048200	0
2044	1400	2049600	0
2045	1400	2051000	0
2046	1400	2052400	0
2047	1400	2053800	0
2048	1400	2055200	0
2049	1400	2056600	0
2050	1400	2058000	1382500
2051	1400	2059400	0
2052	1400	2060800	0
2053	1400	2062200	0
2054	1400	2063600	0
2055	1400	2065000	0
2056	1400	2066400	0
2057	1400	2067800	0
2058	1400	2069200	0
2059	1400	2070600	0
2060	1400	2072000	0
2061	1400	2073400	0
2062	1400	2074800	0
2063	1400	2076200	0
2064	1400	2077600	0
2065	1400	2079000	0
2066	1400	2080400	0
2067	1400	2081800	0
2068	1400	2083200	0
2069	1400	2084600	0
2070	1400	2086000	0
2071	1400	2087400	0
2072	1400	2088800	0
2073	1400	2090200	0
2074	1400	2091600	0
2075	1400	2093000	1407500
2076	1400	2094400	0
2077	1400	2095800	0
2078	1400	2097200	0
2079	1400	2098600	0
2080	1400	2100000	0
2081	1400	2101400	0
2082	1400	2102800	0
2083	1400	2104200	0
2084	1400	2105600	0
2085	1400	2107000	0
2086	1400	2108400	0
2087	1400	2109800	0
2088	1400	2111200	0
2089	1400	2112600	0
2090	1400	2114000	0
2091	1400	2115400	0
2092	1400	2116800	0
2093	1400	2118200	0
2094	1400	2119600	0
2095	1400	2121000	0
2096	1400	2122400	0
2097	1400	2123800	0
2098	1400	2125200	0
2099	1400	2126600	0
2100	1400	2128000	1432500
2101	1400	2129400	0
2102	1400	2130800	0
2103	1400	2132200	0
2104	1400	2133600	0
2105	1400	2135000	0
2106	1400	2136400	0
2107	1400	2137800	0
2108	1400	2139200	0
2109	1400	2140600	0
2110	1400	2142000	0
2111	1400	2143400	0
2112	1400	2144800	0
2113	1400	2146200	0
2114	1400	2147600	0
2115	1400	2149000	0
2116	1400	2150400	0
2117	1400	2151800	0
2118	1400	2153200	0
2119	1400	2154600	0
2120	1400	2156000	0
2121	1400	2157400	0
2122	1400	2158800	0
2123	1400	2160200	0
2124	1400	2161600	0
2125	1400	2163000	1457500
2126	1400	2164400	0
2127	1400	2165800	0
2128	1400	2167200	0
2129	1400	2168600	0
2130	1400	2170000	0
2131	1400	2171400	0
2132	1400	2172800	0
2133	1400	2174200	0
2134	1400	2175600	0
2135	1400	2177000	0
2136	1400	2178400	0
2137	1400	2179800	0
2138	1400	2181200	0
2139	1400	2182600	0
2140	1400	2184000	0
2141	1400	2185400	0
2142	1400	2186800	0
2143	1400	2188200	0
2144	1400	2189600	0
2145	1400	2191000	0
2146	1400	2192400	0
2147	1400	2193800	0
2148	1400	2195200	0
2149	1400	2196600	0
2150	1400	2198000	1482500
2151	1400	2199400	0
2152	1400	2200800	0
2153	1400	2202200	0
2154	1400	2203600	0
2155	1400	2205000	0
2156	1400	2206400	0
2157	1400	2207800	0
2158	1400	2209200	0
2159	1400	2210600	0
2160	1400	2212000	0
2161	1400	2213400	0
2162	1400	2214800	0
2163	1400	2216200	0
2164	1400	2217600	0
2165	1400	2219000	0
2166	1400	2220400	0
2167	1400	2221800	0
2168	1400	2223200	0
2169	1400	2224600	0
2170	1400	2226000	0
2171	1400	2227400	0
2172	1400	2228800	0
2173	1400	2230200	0
2174	1400	2231600	0
2175	1400	2233000	1507500
2176	1400	2234400	0
2177	1400	2235800	0
2178	1400	2237200	0
2179	1400	2238600	0
2180	1400	2240000	0
2181	1400	2241400	0
2182	1400	2242800	0
2183	1400	2244200	0
2184	1400	2245600	0
2185	1400	2247000	0
2186	1400	2248400	0
2187	1400	2249800	0
2188	1400	2251200	0
2189	1400	2252600	0
2190	1400	2254000	0
2191	1400	2255400	0
2192	1400	2256800	0
2193	1400	2258200	0
2194	1400	2259600	0
2195	1400	2261000	0
2196	1400	2262400	0
2197	1400	2263800	0
2198	1400	2265200	0
2199	1400	2266600	0
2200	1400	2268000	1532500
2201	1400	2269400	0
2202	1400	2270800	0
2203	1400	2272200	0
2204	1400	2273600	0
2205	1400	2275000	0
2206	1400	2276400	0
2207	1400	2277800	0
2208	1400	2279200	0
2209	1400	2280600	0
2210	1400	2282000	0
2211	1400	2283400	0
2212	1400	2284800	0
2213	1400	2286200	0
2214	1400	2287600	0
2215	1400	2289000	0
2216	1400	2290400	0
2217	1400	2291800	0
2218	1400	2293200	0
2219	1400	2294600	0
2220	1400	2296000	0
2221	1400	2297400	0
2222	1400	2298800	0
2223	1400	2300200	0
2224	1400	2301600	0
2225	1400	2303000	1557500
2226	1400	2304400	0
2227	1400	2305800	0
2228	1400	2307200	0
2229	1400	2308600	0
2230	1400	2310000	0
2231	1400	2311400	0
2232	1400	2312800	0
2233	1400	2314200	0
2234	1400	2315600	0
2235	1400	2317000	0
2236	1400	2318400	0
2237	1400	2319800	0
2238	1400	2321200	0
2239	1400	2322600	0
2240	1400	2324000	0
2241	1400	2325400	0
2242	1400	2326800	0
2243	1400	2328200	0
2244	1400	2329600	0
2245	1400	2331000	0
2246	1400	2332400	0
2247	1400	2333800	0
2248	1400	2335200	0
2249	1400	2336600	0
2250	1400	2338000	1582500
2251	1400	2339400	0
2252	1400	2340800	0
2253	1400	2342200	0
2254	1400	2343600	0
2255	1400	2345000	0
2256	1400	2346400	0
2257	1400	2347800	0
2258	1400	2349200	0
2259	1400	2350600	0
2260	1400	2352000	0
2261	1400	2353400	0
2262	1400	2354800	0
2263	1400	2356200	0
2264	1400	2357600	0
2265	1400	2359000	0
2266	1400	2360400	0
2267	1400	2361800	0
2268	1400	2363200	0
2269	1400	2364600	0
2270	1400	2366000	0
2271	1400	2367400	0
2272	1400	2368800	0
2273	1400	2370200	0
2274	1400	2371600	0
2275	1400	2373000	1607500
2276	1400	2374400	0
2277	1400	2375800	0
2278	1400	2377200	0
2279	1400	2378600	0
2280	1400	2380000	0
2281	1400	2381400	0
2282	1400	2382800	0
2283	1400	2384200	0
2284	1400	2385600	0
2285	1400	2387000	0
2286	1400	2388400	0
2287	1400	2389800	0
2288	1400	2391200	0
2289	1400	2392600	0
2290	1400	2394000	0
2291	1400	2395400	0
2292	1400	2396800	0
2293	1400	2398200	0
2294	1400	2399600	0
2295	1400	2401000	0
2296	1400	2402400	0
2297	1400	2403800	0
2298	1400	2405200	0
2299	1400	2406600	0
2300	1400	2408000	1632500
2301	1400	2409400	0
2302	1400	2410800	0
2303	1400	2412200	0
2304	1400	2413600	0
2305	1400	2415000	0
2306	1400	2416400	0
2307	1400	2417800	0
2308	1400	2419200	0
2309	1400	2420600	0
2310	1400	2422000	0
2311	1400	2423400	0
2312	1400	2424800	0
2313	1400	2426200	0
2314	1400	2427600	0
2315	1400	2429000	0
2316	1400	2430400	0
2317	1400	2431800	0
2318	1400	2433200	0
2319	1400	2434600	0
2320	1400	2436000	0
2321	1400	2437400	0
2322	1400	2438800	0
2323	1400	2440200	0
2324	1400	2441600	0
2325	1400	2443000	1657500
2326	1400	2444400	0
2327	1400	2445800	0
2328	1400	2447200	0
2329	1400	2448600	0
2330	1400	2450000	0
2331	1400	2451400	0
2332	1400	2452800	0
2333	1400	2454200	0
2334	1400	2455600	0
2335	1400	2457000	0
2336	1400	2458400	0
2337	1400	2459800	0
2338	1400	2461200	0
2339	1400	2462600	0
2340	1400	2464000	0
2341	1400	2465400	0
2342	1400	2466800	0
2343	1400	2468200	0
2344	1400	2469600	0
2345	1400	2471000	0
2346	1400	2472400	0
2347	1400	2473800	0
2348	1400	2475200	0
2349	1400	2476600	0
2350	1400	2478000	1682500
2351	1400	2479400	0
2352	1400	2480800	0
2353	1400	2482200	0
2354	1400	2483600	0
2355	1400	2485000	0
2356	1400	2486400	0
2357	1400	2487800	0
2358	1400	2489200	0
2359	1400	2490600	0
2360	1400	2492000	0
2361	1400	2493400	0
2362	1400	2494800	0
2363	1400	2496200	0
2364	1400	2497600	0
2365	1400	2499000	0
2366	1400	2500400	0
2367	1400	2501800	0
2368	1400	2503200	0
2369	1400	2504600	0
2370	1400	2506000	0
2371	1400	2507400	0
2372	1400	2508800	0
2373	1400	2510200	0
2374	1400	2511600	0
2375	1400	2513000	1707500
2376	1400	2514400	0
2377	1400	2515800	0
2378	1400	2517200	0
2379	1400	2518600	0
2380	1400	2520000	0
2381	1400	2521400	0
2382	1400	2522800	0
2383	1400	2524200	0
2384	1400	2525600	0
2385	1400	2527000	0
2386	1400	2528400	0
2387	1400	2529800	0
2388	1400	2531200	0
2389	1400	2532600	0
2390	1400	2534000	0
2391	1400	2535400	0
2392	1400	2536800	0
2393	1400	2538200	0
2394	1400	2539600	0
2395	1400	2541000	0
2396	1400	2542400	0
2397	1400	2543800	0
2398	1400	2545200	0
2399	1400	2546600	0
2400	1400	2548000	1732500
2401	1400	2549400	0
2402	1400	2550800	0
2403	1400	2552200	0
2404	1400	2553600	0
2405	1400	2555000	0
2406	1400	2556400	0
2407	1400	2557800	0
2408	1400	2559200	0
2409	1400	2560600	0
2410	1400	2562000	0
2411	1400	2563400	0
2412	1400	2564800	0
2413	1400	2566200	0
2414	1400	2567600	0
2415	1400	2569000	0
2416	1400	2570400	0
2417	1400	2571800	0
2418	1400	2573200	0
2419	1400	2574600	0
2420	1400	2576000	0
2421	1400	2577400	0
2422	1400	2578800	0
2423	1400	2580200	0
2424	1400	2581600	0
2425	1400	2583000	1757500
2426	1400	2584400	0
2427	1400	2585800	0
2428	1400	2587200	0
2429	1400	2588600	0
2430	1400	2590000	0
2431	1400	2591400	0
2432	1400	2592800	0
2433	1400	2594200	0
2434	1400	2595600	0
2435	1400	2597000	0
2436	1400	2598400	0
2437	1400	2599800	0
2438	1400	2601200	0
2439	1400	2602600	0
2440	1400	2604000	0
2441	1400	2605400	0
2442	1400	2606800	0
2443	1400	2608200	0
2444	1400	2609600	0
2445	1400	2611000	0
2446	1400	2612400	0
2447	1400	2613800	0
2448	1400	2615200	0
2449	1400	2616600	0
2450	1400	2618000	1782500
2451	1400	2619400	0
2452	1400	2620800	0
2453	1400	2622200	0
2454	1400	2623600	0
2455	1400	2625000	0
2456	1400	2626400	0
2457	1400	2627800	0
2458	1400	2629200	0
2459	1400	2630600	0
2460	1400	2632000	0
2461	1400	2633400	0
2462	1400	2634800	0
2463	1400	2636200	0
2464	1400	2637600	0
2465	1400	2639000	0
2466	1400	2640400	0
2467	1400	2641800	0
2468	1400	2643200	0
2469	1400	2644600	0
2470	1400	2646000	0
2471	1400	2647400	0
2472	1400	2648800	0
2473	1400	2650200	0
2474	1400	2651600	0
2475	1400	2653000	1807500
2476	1400	2654400	0
2477	1400	2655800	0
2478	1400	2657200	0
2479	1400	2658600	0
2480	1400	2660000	0
2481	1400	2661400	0
2482	1400	2662800	0
2483	1400	2664200	0
2484	1400	2665600	0
2485	1400	2667000	0
2486	1400	2668400	0
2487	1400	2669800	0
2488	1400	2671200	0
2489	1400	2672600	0
2490	1400	2674000	0
2491	1400	2675400	0
2492	1400	2676800	0
2493	1400	2678200	0
2494	1400	2679600	0
2495	1400	2681000	0
2496	1400	2682400	0
2497	1400	2683800	0
2498	1400	2685200	0
2499	1400	2686600	0
2500	1400	2688000	1832500
2501	1500	2689500	0
2502	1500	2691000	0
2503	1500	2692500	0
2504	1500	2694000	0
2505	1500	2695500	0
2506	1500	2697000	0
2507	1500	2698500	0
2508	1500	2700000	0
2509	1500	2701500	0
2510	1500	2703000	0
2511	1500	2704500	0
2512	1500	2706000	0
2513	1500	2707500	0
2514	1500	2709000	0
2515	1500	2710500	0
2516	1500	2712000	0
2517	1500	2713500	0
2518	1500	2715000	0
2519	1500	2716500	0
2520	1500	2718000	0
2521	1500	2719500	0
2522	1500	2721000	0
2523	1500	2722500	0
2524	1500	2724000	0
2525	1500	2725500	1860000
2526	1500	2727000	0
2527	1500	2728500	0
2528	1500	2730000	0
2529	1500	2731500	0
2530	1500	2733000	0
2531	1500	2734500	0
2532	1500	2736000	0
2533	1500	2737500	0
2534	1500	2739000	0
2535	1500	2740500	0
2536	1500	2742000	0
2537	1500	2743500	0
2538	1500	2745000	0
2539	1500	2746500	0
2540	1500	2748000	0
2541	1500	2749500	0
2542	1500	2751000	0
2543	1500	2752500	0
2544	1500	2754000	0
2545	1500	2755500	0
2546	1500	2757000	0
2547	1500	2758500	0
2548	1500	2760000	0
2549	1500	2761500	0
2550	1500	2763000	1887500
2551	1500	2764500	0
2552	1500	2766000	0
2553	1500	2767500	0
2554	1500	2769000	0
2555	1500	2770500	0
