level	levelExp	total
1905	1013253719	432497679114
1906	1015184410	433512863524
1907	1017118003	434529981527
1908	1019054501	435549036028
1909	1020993909	436570029937
1910	1022936228	437592966165
1911	1024881463	438617847628
1912	1026829617	439644677245
1913	1028780692	440673457937
1914	1030734694	441704192631
1915	1032691624	442736884255
1916	1034651487	443771535742
1917	1036614286	444808150028
1918	1038580023	445846730051
1919	1040548703	446887278754
1920	1042520329	447929799083
1921	1044494904	448974293987
1922	1046472432	450020766419
1923	1048452916	451069219335
1924	1050436360	452119655695
1925	1052422766	453172078461
1926	1054412138	454226490599
1927	1056404481	455282895080
1928	1058399796	456341294876
1929	1060398088	457401692964
1930	1062399359	458464092323
1931	1064403614	459528495937
1932	1066410856	460594906793
1933	1068421088	461663327881
1934	1070434314	462733762195
1935	1072450537	463806212732
1936	1074469760	464880682492
1937	1076491987	465957174479
1938	1078517221	467035691700
1939	1080545467	468116237167
1940	1082576726	469198813893
1941	1084611004	470283424897
1942	1086648302	471370073199
1943	1088688625	472458761824
1944	1090731977	473549493801
1945	1092778359	474642272160
1946	1094827777	475737099937
1947	1096880233	476833980170
1948	1098935732	477932915902
1949	1100994275	479033910177
1950	1103055868	480136966045
1951	1105120513	481242086558
1952	1107188213	482349274771
1953	1109258974	483458533745
1954	1111332797	484569866542
1955	1113409686	485683276228
1956	1115489645	486798765873
1957	1117572678	487916338551
1958	1119658787	489035997338
1959	1121747976	490157745314
1960	1123840250	491281585564
1961	1125935611	492407521175
1962	1128034062	493535555237
1963	1130135608	494665690845
1964	1132240252	495797931097
1965	1134347998	496932279095
1966	1136458848	498068737943
1967	1138572807	499207310750
1968	1140689877	500348000627
1969	1142810064	501490810691
1970	1144933369	502635744060
1971	1147059797	503782803857
1972	1149189351	504931993208
1973	1151322035	506083315243
1974	1153457852	507236773095
1975	1155596805	508392369900
1976	1157738899	509550108799
1977	1159884137	510709992936
1978	1162032523	511872025459
1979	1164184059	513036209518
1980	1166338750	514202548268
1981	1168496599	515371044867
1982	1170657610	516541702477
1983	1172821786	517714524263
1984	1174989132	518889513395
1985	1177159649	520066673044
1986	1179333343	521246006387
1987	1181510216	522427516603
1988	1183690272	523611206875
1989	1185873515	524797080390
1990	1188059949	525985140339
1991	1190249577	527175389916
1992	1192442402	528367832318
1993	1194638428	529562470746
1994	1196837659	530759308405
1995	1199040099	531958348504
1996	1201245751	533159594255
1997	1203454618	534363048873
1998	1205666705	535568715578
1999	1207882014	536776597592
2000	1210100550	537986698142
2001	1212322316	539199020458
2002	1214547316	540413567774
2003	1216775554	541630343328
2004	1219007032	542849350360
2005	1221241755	544070592115
2006	1223479727	545294071842
2007	1225720950	546519792792
2008	1227965429	547747758221
2009	1230213168	548977971389
2010	1232464169	550210435558
2011	1234718437	551445153995
2012	1236975975	552682129970
2013	1239236787	553921366757
2014	1241500877	555162867634
2015	1243768248	556406635882
2016	1246038904	557652674786
2017	1248312848	558900987634
2018	1250590085	560151577719
2019	1252870618	561404448337
2020	1255154451	562659602788
2021	1257441586	563917044374
2022	1259732029	565176776403
2023	1262025783	566438802186
2024	1264322851	567703125037
2025	1266623237	568969748274
2026	1268926945	570238675219
2027	1271233979	571509909198
2028	1273544342	572783453540
2029	1275858038	574059311578
2030	1278175070	575337486648
2031	1280495443	576617982091
2032	1282819160	577900801251
2033	1285146225	579185947476
2034	1287476642	580473424118
2035	1289810414	581763234532
2036	1292147545	583055382077
2037	1294488039	584349870116
2038	1296831899	585646702015
2039	1299179130	586945881145
2040	1301529734	588247410879
2041	1303883717	589551294596
2042	1306241081	590857535677
2043	1308601830	592166137507
2044	1310965968	593477103475
2045	1313333499	594790436974
2046	1315704427	596106141401
2047	1318078755	597424220156
2048	1320456487	598744676643
2049	1322837627	600067514270
2050	1325222179	601392736449
2051	1327610146	602720346595
2052	1330001532	604050348127
2053	1332396342	605382744469
2054	1334794578	606717539047
2055	1337196245	608054735292
2056	1339601346	609394336638
2057	1342009886	610736346524
2058	1344421867	612080768391
2059	1346837294	613427605685
2060	1349256171	614776861856
2061	1351678502	616128540358
2062	1354104289	617482644647
2063	1356533538	618839178185
2064	1358966251	620198144436
2065	1361402434	621559546870
2066	1363842089	622923388959
2067	1366285220	624289674179
2068	1368731831	625658406010
2069	1371181927	627029587937
2070	1373635510	628403223447
2071	1376092585	629779316032
2072	1378553156	631157869188
2073	1381017226	632538886414
2074	1383484799	633922371213
2075	1385955880	635308327093
2076	1388430471	636696757564
2077	1390908577	638087666141
2078	1393390202	639481056343
2079	1395875350	640876931693
2080	1398364024	642275295717
2081	1400856228	643676151945
2082	1403351967	645079503912
2083	1405851244	646485355156
2084	1408354063	647893709219
2085	1410860427	649304569646
2086	1413370341	650717939987
2087	1415883809	652133823796
2088	1418400835	653552224631
2089	1420921422	654973146053
2090	1423445574	656396591627
2091	1425973296	657822564923
2092	1428504590	659251069513
2093	1431039462	660682108975
2094	1433577915	662115686890
2095	1436119952	663551806842
2096	1438665579	664990472421
2097	1441214798	666431687219
2098	1443767614	667875454833
2099	1446324030	669321778863
2100	1448884052	670770662915
2101	1451447681	672222110596
2102	1454014923	673676125519
2103	1456585781	675132711300
2104	1459160260	676591871560
2105	1461738363	678053609923
2106	1464320094	679517930017
2107	1466905457	680984835474
2108	1469494457	682454329931
2109	1472087096	683926417027
2110	1474683380	685401100407
2111	1477283312	686878383719
2112	1479886895	688358270614
2113	1482494135	689840764749
2114	1485105035	691325869784
2115	1487719598	692813589382
2116	1490337829	694303927211
2117	1492959733	695796886944
2118	1495585312	697292472256
2119	1498214571	698790686827
2120	1500847514	700291534341
2121	1503484145	701795018486
2122	1506124468	703301142954
2123	1508768487	704809911441
2124	1511416206	706321327647
2125	1514067628	707835395275
2126	1516722759	709352118034
2127	1519381601	710871499635
2128	1522044160	712393543795
2129	1524710439	713918254234
2130	1527380441	715445634675
2131	1530054172	716975688847
2132	1532731635	718508420482
2133	1535412834	720043833316
2134	1538097773	721581931089
2135	1540786457	723122717546
2136	1543478888	724666196434
2137	1546175072	726212371506
2138	1548875013	727761246519
2139	1551578714	729312825233
2140	1554286179	730867111412
2141	1556997414	732424108826
2142	1559712420	733983821246
2143	1562431204	735546252450
2144	1565153768	737111406218
2145	1567880117	738679286335
2146	1570610256	740249896591
2147	1573344187	741823240778
2148	1576081915	743399322693
2149	1578823445	744978146138
2150	1581568780	746559714918
2151	1584317924	748144032842
2152	1587070882	749731103724
2153	1589827657	751320931381
2154	1592588255	752913519636
2155	1595352678	754508872314
2156	1598120931	756106993245
2157	1600893018	757707886263
2158	1603668943	759311555206
2159	1606448711	760918003917
2160	1609232325	762527236242
2161	1612019790	764139256032
2162	1614811109	765754067141
2163	1617606287	767371673428
2164	1620405329	768992078757
2165	1623208237	770615286994
2166	1626015017	772241302011
2167	1628825672	773870127683
2168	1631640206	775501767889
2169	1634458625	777136226514
2170	1637280931	778773507445
2171	1640107129	780413614574
2172	1642937224	782056551798
2173	1645771219	783702323017
2174	1648609118	785350932135
2175	1651450927	787002383062
2176	1654296648	788656679710
2177	1657146286	790313825996
2178	1659999846	791973825842
2179	1662857331	793636683173
2180	1665718745	795302401918
2181	1668584094	796970986012
2182	1671453381	798642439393
2183	1674326610	800316766003
2184	1677203785	801993969788
2185	1680084911	803674054699
2186	1682969992	805357024691
2187	1685859032	807042883723
2188	1688752035	808731635758
2189	1691649006	810423284764
2190	1694549949	812117834713
2191	1697454868	813815289581
2192	1700363767	815515653348
2193	1703276650	817218929998
2194	1706193522	818925123520
2195	1709114387	820634237907
2196	1712039249	822346277156
2197	1714968113	824061245269
2198	1717900983	825779146252
2199	1720837862	827499984114
2200	1723778755	829223762869
2201	1726723667	830950486536
2202	1729672602	832680159138
2203	1732625564	834412784702
2204	1735582557	836148367259
2205	1738543585	837886910844
2206	1741508654	839628419498
2207	1744477766	841372897264
2208	1747450927	843120348191
2209	1750428141	844870776332
2210	1753409411	846624185743
2211	1756394743	848380580486
2212	1759384140	850139964626
2213	1762377607	851902342233
2214	1765375149	853667717382
2215	1768376768	855436094150
2216	1771382471	857207476621
2217	1774392261	858981868882
2218	1777406142	860759275024
2219	1780424119	862539699143
2220	1783446196	864323145339
2221	1786472377	866109617716
2222	1789502667	867899120383
2223	1792537070	869691657453
2224	1795575591	871487233044
2225	1798618233	873285851277
2226	1801665001	875087516278
2227	1804715900	876892232178
2228	1807770933	878700003111
2229	1810830106	880510833217
2230	1813893422	882324726639
2231	1816960886	884141687525
2232	1820032503	885961720028
2233	1823108275	887784828303
2234	1826188209	889611016512
2235	1829272308	891440288820
2236	1832360577	893272649397
2237	1835453020	895108102417
2238	1838549641	896946652058
2239	1841650446	898788302504
2240	1844755437	900633057941
2241	1847864620	902480922561
2242	1850978000	904331900561
2243	1854095579	906185996140
2244	1857217364	908043213504
2245	1860343358	909903556862
2246	1863473565	911767030427
2247	1866607991	913633638418
2248	1869746639	915503385057
2249	1872889514	917376274571
2250	1876036621	919252311192
2251	1879187963	921131499155
2252	1882343545	923013842700
2253	1885503373	924899346073
2254	1888667449	926788013522
2255	1891835779	928679849301
2256	1895008366	930574857667
2257	1898185217	932473042884
2258	1901366334	934374409218
2259	1904551722	936278960940
2260	1907741386	938186702326
2261	1910935331	940097637657
2262	1914133560	942011771217
2263	1917336079	943929107296
2264	1920542891	945849650187
2265	1923754001	947773404188
2266	1926969414	949700373602
2267	1930189134	951630562736
2268	1933413166	953563975902
2269	1936641514	955500617416
2270	1939874182	957440491598
2271	1943111175	959383602773
2272	1946352498	961329955271
2273	1949598156	963279553427
2274	1952848151	965232401578
2275	1956102490	967188504068
2276	1959361177	969147865245
2277	1962624215	971110489460
2278	1965891611	973076381071
2279	1969163367	975045544438
2280	1972439489	977017983927
2281	1975719982	978993703909
2282	1979004849	980972708758
2283	1982294095	982955002853
2284	1985587726	984940590579
2285	1988885745	986929476324
2286	1992188156	988921664480
2287	1995494966	990917159446
2288	1998806177	992915965623
2289	2002121795	994918087418
2290	2005441824	996923529242
2291	2008766269	998932295511
2292	2012095134	1000944390645
2293	2015428424	1002959819069
2294	2018766144	1004978585213
2295	2022108297	1007000693510
2296	2025454890	1009026148400
2297	2028805925	1011054954325
2298	2032161408	1013087115733
2299	2035521344	1015122637077
2300	2038885737	1017161522814
2301	2042254591	1019203777405
2302	2045627911	1021249405316
2303	2049005703	1023298411019
2304	2052387969	1025350798988
2305	2055774716	1027406573704
2306	2059165948	1029465739652
2307	2062561668	1031528301320
2308	2065961883	1033594263203
2309	2069366596	1035663629799
2310	2072775812	1037736405611
2311	2076189536	1039812595147
2312	2079607773	1041892202920
2313	2083030526	1043975233446
2314	2086457801	1046061691247
2315	2089889603	1048151580850
2316	2093325936	1050244906786
2317	2096766804	1052341673590
2318	2100212213	1054441885803
2319	2103662166	1056545547969
2320	2107116669	1058652664638
2321	2110575727	1060763240365
2322	2114039344	1062877279709
2323	2117507524	1064994787233
2324	2120980273	1067115767506
2325	2124457595	1069240225101
2326	2127939494	1071368164595
2327	2131425976	1073499590571
2328	2134917045	1075634507616
2329	2138412706	1077772920322
2330	2141912963	1079914833285
2331	2145417822	1082060251107
2332	2148927286	1084209178393
2333	2152441362	1086361619755
2334	2155960052	1088517579807
2335	2159483363	1090677063170
2336	2163011298	1092840074468
2337	2166543863	1095006618331
2338	2170081062	1097176699393
2339	2173622901	1099350322294
2340	2177169383	1101527491677
2341	2180720513	1103708212190
2342	2184276297	1105892488487
2343	2187836738	1108080325225
2344	2191401843	1110271727068
2345	2194971614	1112466698682
2346	2198546058	1114665244740
2347	2202125179	1116867369919
2348	2205708982	1119073078901
2349	2209297471	1121282376372
2350	2212890652	1123495267024
2351	2216488528	1125711755552
2352	2220091106	1127931846658
2353	2223698389	1130155545047
2354	2227310382	1132382855429
2355	2230927091	1134613782520
2356	2234548520	1136848331040
2357	2238174673	1139086505713
2358	2241805556	1141328311269
2359	2245441174	1143573752443
2360	2249081530	1145822833973
2361	2252726631	1148075560604
2362	2256376480	1150331937084
2363	2260031083	1152591968167
2364	2263690445	1154855658612
2365	2267354570	1157123013182
2366	2271023463	1159394036645
2367	2274697129	1161668733774
2368	2278375573	1163947109347
2369	2282058799	1166229168146
2370	2285746813	1168514914959
2371	2289439619	1170804354578
2372	2293137222	1173097491800
2373	2296839628	1175394331428
2374	2300546840	1177694878268
2375	2304258864	1179999137132
2376	2307975705	1182307112837
2377	2311697367	1184618810204
2378	2315423855	1186934234059
2379	2319155175	1189253389234
2380	2322891330	1191576280564
2381	2326632327	1193902912891
2382	2330378170	1196233291061
2383	2334128863	1198567419924
2384	2337884412	1200905304336
2385	2341644822	1203246949158
2386	2345410097	1205592359255
2387	2349180242	1207941539497
2388	2352955262	1210294494759
2389	2356735163	1212651229922
2390	2360519949	1215011749871
2391	2364309625	1217376059496
2392	2368104196	1219744163692
2393	2371903666	1222116067358
2394	2375708042	1224491775400
2395	2379517327	1226871292727
2396	2383331526	1229254624253
2397	2387150646	1231641774899
2398	2390974689	1234032749588
2399	2394803663	1236427553251
2400	2398637571	1238826190822
2401	2402476418	1241228667240
2402	2406320209	1243634987449
2403	2410168950	1246045156399
2404	2414022645	1248459179044
2405	2417881299	1250877060343
2406	2421744918	1253298805261
2407	2425613505	1255724418766
2408	2429487067	1258153905833
2409	2433365608	1260587271441
2410	2437249133	1263024520574
2411	2441137647	1265465658221
2412	2445031156	1267910689377
2413	2448929663	1270359619040
2414	2452833175	1272812452215
2415	2456741695	1275269193910
2416	2460655230	1277729849140
2417	2464573784	1280194422924
2418	2468497362	1282662920286
2419	2472425969	1285135346255
2420	2476359611	1287611705866
2421	2480298292	1290092004158
2422	2484242016	1292576246174
2423	2488190791	1295064436965
2424	2492144619	1297556581584
2425	2496103507	1300052685091
2426	2500067460	1302552752551
2427	2504036481	1305056789032
2428	2508010578	1307564799610
2429	2511989754	1310076789364
2430	2515974014	1312592763378
2431	2519963365	1315112726743
2432	2523957810	1317636684553
2433	2527957354	1320164641907
2434	2531962004	1322696603911
2435	2535971764	1325232575675
2436	2539986639	1327772562314
2437	2544006634	1330316568948
2438	2548031754	1332864600702
2439	2552062004	1335416662706
2440	2556097390	1337972760096
2441	2560137917	1340532898013
2442	2564183589	1343097081602
2443	2568234412	1345665316014
2444	2572290391	1348237606405
2445	2576351530	1350813957935
2446	2580417836	1353394375771
2447	2584489313	1355978865084
2448	2588565967	1358567431051
2449	2592647801	1361160078852
2450	2596734823	1363756813675
2451	2600827036	1366357640711
2452	2604924446	1368962565157
2453	2609027058	1371571592215
2454	2613134877	1374184727092
2455	2617247909	1376801975001
2456	2621366158	1379423341159
2457	2625489629	1382048830788
2458	2629618329	1384678449117
2459	2633752261	1387312201378
2460	2637891432	1389950092810
2461	2642035845	1392592128655
2462	2646185508	1395238314163
2463	2650340424	1397888654587
2464	2654500598	1400543155185
2465	2658666037	1403201821222
2466	2662836745	1405864657967
2467	2667012728	1408531670695
2468	2671193990	1411202864685
2469	2675380537	1413878245222
2470	2679572374	1416557817596
2471	2683769506	1419241587102
2472	2687971939	1421929559041
2473	2692179677	1424621738718
2474	2696392727	1427318131445
2475	2700611092	1430018742537
2476	2704834779	1432723577316
2477	2709063792	1435432641108
2478	2713298137	1438145939245
2479	2717537820	1440863477065
2480	2721782844	1443585259909
2481	2726033216	1446311293125
2482	2730288941	1449041582066
2483	2734550024	1451776132090
2484	2738816471	1454514948561
2485	2743088286	1457258036847
2486	2747365475	1460005402322
2487	2751648043	1462757050365
2488	2755935995	1465512986360
2489	2760229337	1468273215697
2490	2764528074	1471037743771
2491	2768832211	1473806575982
2492	2773141754	1476579717736
2493	2777456708	1479357174444
2494	2781777077	1482138951521
2495	2786102869	1484925054390
2496	2790434087	1487715488477
2497	2794770737	1490510259214
2498	2799112824	1493309372038
2499	2803460354	1496112832392
2500	2807813332	1498920645724
2501	2812171763	1501732817487
2502	2816535653	1504549353140
2503	2820905007	1507370258147
2504	2825279830	1510195537977
2505	2829660128	1513025198105
2506	2834045906	1515859244011
2507	2838437169	1518697681180
2508	2842833923	1521540515103
2509	2847236173	1524387751276
2510	2851643924	1527239395200
2511	2856057182	1530095452382
2512	2860475952	1532955928334
2513	2864900240	1535820828574
2514	2869330050	1538690158624
2515	2873765389	1541563924013
2516	2878206261	1544442130274
2517	2882652673	1547324782947
2518	2887104628	1550211887575
2519	2891562134	1553103449709
2520	2896025195	1555999474904
2521	2900493816	1558899968720
2522	2904968003	1561804936723
2523	2909447762	1564714384485
2524	2913933097	1567628317582
2525	2918424015	1570546741597
2526	2922920520	1573469662117
2527	2927422618	1576397084735
2528	2931930315	1579329015050
2529	2936443615	1582265458665
2530	2940962525	1585206421190
2531	2945487050	1588151908240
2532	2950017195	1591101925435
2533	2954552965	1594056478400
2534	2959094367	1597015572767
2535	2963641405	1599979214172
2536	2968194086	1602947408258
2537	2972752413	1605920160671
2538	2977316394	1608897477065
2539	2981886033	1611879363098
2540	2986461336	1614865824434
2541	2991042308	1617856866742
2542	2995628955	1620852495697
2543	3000221282	1623852716979
2544	3004819295	1626857536274
2545	3009423000	1629866959274
2546	3014032401	1632880991675
2547	3018647505	1635899639180
2548	3023268316	1638922907496
2549	3027894840	1641950802336
2550	3032527084	1644983329420
2551	3037165051	1648020494471
2552	3041808749	1651062303220
2553	3046458182	1654108761402
2554	3051113355	1657159874757
2555	3055774275	1660215649032
2556	3060440947	1663276089979
2557	3065113377	1666341203356
2558	3069791569	1669410994925
2559	3074475530	1672485470455
2560	3079165265	1675564635720
2561	3083860780	1678648496500
2562	3088562080	1681737058580
2563	3093269171	1684830327751
2564	3097982058	1687928309809
2565	3102700747	1691031010556
2566	3107425243	1694138435799
2567	3112155553	1697250591352
2568	3116891681	1700367483033
2569	3121633633	1703489116666
2570	3126381415	1706615498081
2571	3131135032	1709746633113
2572	3135894491	1712882527604
2573	3140659796	1716023187400
2574	3145430953	1719168618353
2575	3150207968	1722318826321
2576	3154990846	1725473817167
2577	3159779593	1728633596760
2578	3164574215	1731798170975
2579	3169374718	1734967545693
2580	3174181106	1738141726799
2581	3178993385	1741320720184
2582	3183811562	1744504531746
2583	3188635641	1747693167387
2584	3193465629	1750886633016
2585	3198301531	1754084934547
2586	3203143353	1757288077900
2587	3207991099	1760496068999
2588	3212844777	1763708913776
2589	3217704392	1766926618168
2590	3222569949	1770149188117
2591	3227441454	1773376629571
2592	3232318913	1776608948484
2593	3237202331	1779846150815
2594	3242091714	1783088242529
2595	3246987067	1786335229596
2596	3251888397	1789587117993
2597	3256795710	1792843913703
2598	3261709010	1796105622713
2599	3266628303	1799372251016
2600	3271553596	1802643804612
2601	3276484893	1805920289505
2602	3281422201	1809201711706
2603	3286365526	1812488077232
2604	3291314872	1815779392104
2605	3296270247	1819075662351
2606	3301231654	1822376894005
2607	3306199101	1825683093106
2608	3311172593	1828994265699
2609	3316152136	1832310417835
2610	3321137735	1835631555570
2611	3326129396	1838957684966
2612	3331127125	1842288812091
2613	3336130928	1845624943019
2614	3341140811	1848966083830
2615	3346156778	1852312240608
2616	3351178837	1855663419445
2617	3356206992	1859019626437
2618	3361241250	1862380867687
2619	3366281616	1865747149303
2620	3371328096	1869118477399
2621	3376380696	1872494858095
2622	3381439422	1875876297517
2623	3386504279	1879262801796
2624	3391575273	1882654377069
2625	3396652410	1886051029479
2626	3401735697	1889452765176
2627	3406825138	1892859590314
2628	3411920739	1896271511053
2629	3417022507	1899688533560
2630	3422130446	1903110664006
2631	3427244564	1906537908570
2632	3432364865	1909970273435
2633	3437491357	1913407764792
2634	3442624043	1916850388835
2635	3447762931	1920298151766
2636	3452908026	1923751059792
2637	3458059334	1927209119126
2638	3463216860	1930672335986
2639	3468380612	1934140716598
2640	3473550594	1937614267192
2641	3478726812	1941092994004
2642	3483909272	1944576903276
2643	3489097981	1948066001257
2644	3494292944	1951560294201
2645	3499494167	1955059788368
2646	3504701655	1958564490023
2647	3509915415	1962074405438
2648	3515135453	1965589540891
2649	3520361774	1969109902665
2650	3525594385	1972635497050
2651	3530833291	1976166330341
2652	3536078498	1979702408839
2653	3541330012	1983243738851
2654	3546587839	1986790326690
2655	3551851985	1990342178675
2656	3557122456	1993899301131
2657	3562399257	1997461700388
2658	3567682396	2001029382784
2659	3572971877	2004602354661
2660	3578267707	2008180622368
2661	3583569891	2011764192259
2662	3588878436	2015353070695
2663	3594193347	2018947264042
2664	3599514630	2022546778672
2665	3604842292	2026151620964
2666	3610176338	2029761797302
2667	3615516775	2033377314077
2668	3620863608	2036998177685
2669	3626216843	2040624394528
2670	3631576486	2044255971014
2671	3636942543	2047892913557
2672	3642315021	2051535228578
2673	3647693925	2055182922503
2674	3653079261	2058836001764
2675	3658471035	2062494472799
2676	3663869254	2066158342053
2677	3669273922	2069827615975
2678	3674685047	2073502301022
2679	3680102634	2077182403656
2680	3685526689	2080867930345
2681	3690957219	2084558887564
2682	3696394229	2088255281793
2683	3701837725	2091957119518
2684	3707287714	2095664407232
2685	3712744201	2099377151433
2686	3718207192	2103095358625
2687	3723676694	2106819035319
2688	3729152713	2110548188032
2689	3734635254	2114282823286
2690	3740124324	2118022947610
2691	3745619929	2121768567539
2692	3751122074	2125519689613
2693	3756630766	2129276320379
2694	3762146012	2133038466391
2695	3767667816	2136806134207
2696	3773196186	2140579330393
2697	3778731126	2144358061519
2698	3784272644	2148142334163
2699	3789820746	2151932154909
2700	3795375437	2155727530346
2701	3800936724	2159528467070
2702	3806504612	2163334971682
2703	3812079108	2167147050790
2704	3817660218	2170964711008
2705	3823247949	2174787958957
2706	3828842305	2178616801262
2707	3834443294	2182451244556
2708	3840050921	2186291295477
2709	3845665193	2190136960670
2710	3851286116	2193988246786
2711	3856913696	2197845160482
2712	3862547938	2201707708420
2713	3868188850	2205575897270
2714	3873836438	2209449733708
2715	3879490706	2213329224414
2716	3885151663	2217214376077
2717	3890819313	2221105195390
2718	3896493664	2225001689054
2719	3902174721	2228903863775
2720	3907862490	2232811726265
2721	3913556977	2236725283242
2722	3919258190	2240644541432
2723	3924966134	2244569507566
2724	3930680814	2248500188380
2725	3936402238	2252436590618
2726	3942130412	2256378721030
2727	3947865342	2260326586372
2728	3953607033	2264280193405
2729	3959355493	2268239548898
2730	3965110727	2272204659625
2731	3970872742	2276175532367
2732	3976641544	2280152173911
2733	3982417139	2284134591050
2734	3988199534	2288122790584
2735	3993988734	2292116779318
2736	3999784746	2296116564064
2737	4005587576	2300122151640
2738	4011397231	2304133548871
2739	4017213717	2308150762588
2740	4023037039	2312173799627
2741	4028867204	2316202666831
2742	4034704219	2320237371050
2743	4040548090	2324277919140
2744	4046398823	2328324317963
2745	4052256424	2332376574387
2746	4058120900	2336434695287
2747	4063992257	2340498687544
2748	4069870501	2344568558045
2749	4075755638	2348644313683
2750	4081647676	2352725961359
2751	4087546619	2356813507978
2752	4093452475	2360906960453
2753	4099365250	2365006325703
2754	4105284950	2369111610653
2755	4111211581	2373222822234
2756	4117145150	2377339967384
2757	4123085663	2381463053047
2758	4129033127	2385592086174
2759	4134987547	2389727073721
2760	4140948930	2393868022651
2761	4146917283	2398014939934
2762	4152892612	2402167832546
2763	4158874923	2406326707469
2764	4164864223	2410491571692
2765	4170860517	2414662432209
2766	4176863813	2418839296022
2767	4182874117	2423022170139
2768	4188891434	2427211061573
2769	4194915772	2431405977345
2770	4200947137	2435606924482
2771	4206985535	2439813910017
2772	4213030973	2444026940990
2773	4219083457	2448246024447
2774	4225142993	2452471167440
2775	4231209588	2456702377028
2776	4237283248	2460939660276
2777	4243363980	2465183024256
2778	4249451790	2469432476046
2779	4255546685	2473688022731
2780	4261648671	2477949671402
2781	4267757754	2482217429156
2782	4273873941	2486491303097
2783	4279997238	2490771300335
2784	4286127652	2495057427987
2785	4292265189	2499349693176
2786	4298409856	2503648103032
2787	4304561659	2507952664691
2788	4310720604	2512263385295
2789	4316886699	2516580271994
2790	4323059949	2520903331943
2791	4329240361	2525232572304
2792	4335427942	2529568000246
2793	4341622697	2533909622943
2794	4347824634	2538257447577
2795	4354033759	2542611481336
2796	4360250079	2546971731415
2797	4366473599	2551338205014
2798	4372704327	2555710909341
2799	4378942268	2560089851609
2800	4385187431	2564475039040
2801	4391439820	2568866478860
2802	4397699443	2573264178303
2803	4403966306	2577668144609
2804	4410240415	2582078385024
2805	4416521778	2586494906802
2806	4422810400	2590917717202
2807	4429106289	2595346823491
2808	4435409450	2599782232941
2809	4441719891	2604223952832
2810	4448037617	2608671990449
2811	4454362636	2613126353085
2812	4460694954	2617587048039
2813	4467034577	2622054082616
2814	4473381513	2626527464129
2815	4479735767	2631007199896
2816	4486097347	2635493297243
2817	4492466259	2639985763502
2818	4498842509	2644484606011
2819	4505226104	2648989832115
2820	4511617051	2653501449166
2821	4518015356	2658019464522
2822	4524421026	2662543885548
2823	4530834068	2667074719616
2824	4537254488	2671611974104
2825	4543682292	2676155656396
2826	4550117488	2680705773884
2827	4556560082	2685262333966
2828	4563010081	2689825344047
2829	4569467490	2694394811537
2830	4575932318	2698970743855
2831	4582404571	2703553148426
2832	4588884254	2708142032680
2833	4595371376	2712737404056
2834	4601865942	2717339269998
2835	4608367959	2721947637957
2836	4614877434	2726562515391
2837	4621394374	2731183909765
2838	4627918785	2735811828550
2839	4634450673	2740446279223
2840	4640990047	2745087269270
2841	4647536911	2749734806181
2842	4654091274	2754388897455
2843	4660653141	2759049550596
2844	4667222520	2763716773116
2845	4673799417	2768390572533
2846	4680383838	2773070956371
2847	4686975791	2777757932162
2848	4693575283	2782451507445
2849	4700182319	2787151689764
2850	4706796907	2791858486671
2851	4713419053	2796571905724
2852	4720048765	2801291954489
2853	4726686048	2806018640537
2854	4733330910	2810751971447
2855	4739983357	2815491954804
2856	4746643397	2820238598201
2857	4753311035	2824991909236
2858	4759986279	2829751895515
2859	4766669136	2834518564651
2860	4773359612	2839291924263
2861	4780057713	2844071981976
2862	4786763448	2848858745424
2863	4793476822	2853652222246
2864	4800197842	2858452420088
2865	4806926516	2863259346604
2866	4813662849	2868073009453
2867	4820406849	2872893416302
2868	4827158523	2877720574825
2869	4833917877	2882554492702
2870	4840684918	2887395177620
2871	4847459653	2892242637273
2872	4854242089	2897096879362
2873	4861032232	2901957911594
2874	4867830090	2906825741684
2875	4874635670	2911700377354
2876	4881448977	2916581826331
2877	4888270019	2921470096350
2878	4895098803	2926365195153
2879	4901935336	2931267130489
2880	4908779625	2936175910114
2881	4915631675	2941091541789
2882	4922491495	2946014033284
2883	4929359091	2950943392375
2884	4936234471	2955879626846
2885	4943117640	2960822744486
2886	4950008605	2965772753091
2887	4956907375	2970729660466
2888	4963813955	2975693474421
2889	4970728352	2980664202773
2890	4977650574	2985641853347
2891	4984580627	2990626433974
2892	4991518518	2995617952492
2893	4998464254	3000616416746
2894	5005417843	3005621834589
2895	5012379290	3010634213879
2896	5019348603	3015653562482
2897	5026325789	3020679888271
2898	5033310854	3025713199125
2899	5040303806	3030753502931
2900	5047304652	3035800807583
2901	5054313398	3040855120981
2902	5061330052	3045916451033
2903	5068354620	3050984805653
2904	5075387110	3056060192763
2905	5082427528	3061142620291
2906	5089475881	3066232096172
2907	5096532177	3071328628349
2908	5103596422	3076432224771
2909	5110668623	3081542893394
2910	5117748788	3086660642182
2911	5124836923	3091785479105
2912	5131933035	3096917412140
2913	5139037131	3102056449271
2914	5146149219	3107202598490
2915	5153269305	3112355867795
2916	5160397396	3117516265191
2917	5167533500	3122683798691
2918	5174677623	3127858476314
2919	5181829772	3133040306086
2920	5188989955	3138229296041
2921	5196158178	3143425454219
2922	5203334449	3148628788668
2923	5210518774	3153839307442
2924	5217711161	3159057018603
2925	5224911616	3164281930219
2926	5232120147	3169514050366
2927	5239336761	3174753387127
2928	5246561464	3179999948591
2929	5253794265	3185253742856
2930	5261035169	3190514778025
2931	5268284185	3195783062210
