id	skillType	skillLevel	needPoint	needMoney	needGoods	needTime	proofGoods	proofPoint	needExp	needPetLevel	needPetJob
411	22	6	50000	0	0	600000	0	3000000	8000	1	9:109
412	22	7	50000	0	0	600000	0	4000000	10000	1	9:109
413	22	8	50000	0	0	600000	0	5000000	15000	1	9:109
414	22	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1	9:109
415	22	10	200000	0	0	600000	1042010106:60	0	15000	1	9:109
416	22	11	200000	0	0	600000	1050000001:10	0	16000	1	9:109
417	22	12	200000	0	0	600000	1045030002:10	0	17000	1	9:109
418	22	13	200000	0	0	600000	1042010105:5	0	18000	1	9:109
419	22	14	200000	0	0	600000	1045000294:2	0	19000	1	9:109
420	22	15	200000	0	0	600000	1045010406:2	0	20000	1	9:109
421	23	1	10000	0	0	600000	0	0	500	1	10:110
422	23	2	10000	0	0	600000	0	100000	1500	1000	10:110
423	23	3	10000	0	0	600000	0	500000	2500	2000	10:110
424	23	4	10000	0	0	600000	0	1000000	4000	3000	10:110
425	23	5	50000	0	0	600000	0	2000000	6000	4000	10:110
426	23	6	50000	0	0	600000	0	3000000	8000	4500	10:110
427	23	7	50000	0	0	600000	0	4000000	10000	5000	10:110
428	23	8	50000	0	0	600000	0	5000000	15000	5500	10:110
429	23	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1000	110
430	23	10	200000	0	0	600000	1042010106:60	0	15000	2000	110
431	23	11	200000	0	0	600000	1050000001:10	0	16000	3000	110
432	23	12	200000	0	0	600000	1045030002:10	0	17000	4000	110
433	23	13	200000	0	0	600000	1042010105:5	0	18000	5000	110
434	23	14	200000	0	0	600000	1045000294:2	0	19000	6000	110
435	23	15	200000	0	0	600000	1045010406:2	0	20000	6500	110
436	24	1	10000	0	0	600000	0	0	500	1	10:110
437	24	2	10000	0	0	600000	0	100000	1500	1	10:110
438	24	3	10000	0	0	600000	0	500000	2500	1	10:110
439	24	4	10000	0	0	600000	0	1000000	4000	1	10:110
440	24	5	50000	0	0	600000	0	2000000	6000	1	10:110
441	24	6	50000	0	0	600000	0	3000000	8000	1	10:110
442	24	7	50000	0	0	600000	0	4000000	10000	1	10:110
443	24	8	50000	0	0	600000	0	5000000	15000	1	10:110
444	24	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1	10:110
445	24	10	200000	0	0	600000	1042010106:60	0	15000	1	10:110
446	24	11	200000	0	0	600000	1050000001:10	0	16000	1	10:110
447	24	12	200000	0	0	600000	1045030002:10	0	17000	1	10:110
448	24	13	200000	0	0	600000	1042010105:5	0	18000	1	10:110
449	24	14	200000	0	0	600000	1045000294:2	0	19000	1	10:110
450	24	15	200000	0	0	600000	1045010406:2	0	20000	1	10:110
451	25	1	0	0	1045010407:1	0	0	0	500	1	9:109
452	25	2	0	0	1045010407:1	0	0	100000	1500	1000	9:109
453	25	3	0	0	1045010407:1	0	0	500000	2500	2000	9:109
454	25	4	0	0	1045010407:1	0	0	1000000	4000	3000	9:109
455	25	5	0	0	1045010407:1	0	0	2000000	6000	4000	9:109
456	25	6	0	0	1045010407:1	0	0	3000000	8000	4500	9:109
457	25	7	0	0	1045010407:1	0	0	4000000	10000	5000	9:109
458	25	8	0	0	1045010407:1	0	0	5000000	15000	5500	9:109
459	25	9	0	0	1045010407:1	0	1045010408:30|1042200301:60	0	15000	1000	109
460	25	10	0	0	1045010407:1	0	1042010106:60	0	15000	2000	109
461	25	11	0	0	1045010407:1	0	1050000001:10	0	16000	3000	109
462	25	12	0	0	1045010407:1	0	1045030002:10	0	17000	4000	109
463	25	13	0	0	1045010407:1	0	1042010105:5	0	18000	5000	109
464	25	14	0	0	1045010407:1	0	1045000294:2	0	19000	6000	109
465	25	15	0	0	1045010407:1	0	1045010406:2	0	20000	6500	109
466	26	1	0	0	1045010407:1	0	0	0	500	1	10:110
467	26	2	0	0	1045010407:1	0	0	100000	1500	1000	10:110
468	26	3	0	0	1045010407:1	0	0	500000	2500	2000	10:110
469	26	4	0	0	1045010407:1	0	0	1000000	4000	3000	10:110
470	26	5	0	0	1045010407:1	0	0	2000000	6000	4000	10:110
471	26	6	0	0	1045010407:1	0	0	3000000	8000	4500	10:110
472	26	7	0	0	1045010407:1	0	0	4000000	10000	5000	10:110
473	26	8	0	0	1045010407:1	0	0	5000000	15000	5500	10:110
474	26	9	0	0	1045010407:1	0	1045010408:30|1042200301:60	0	15000	1000	110
475	26	10	0	0	1045010407:1	0	1042010106:60	0	15000	2000	110
476	26	11	0	0	1045010407:1	0	1050000001:10	0	16000	3000	110
477	26	12	0	0	1045010407:1	0	1045030002:10	0	17000	4000	110
478	26	13	0	0	1045010407:1	0	1042010105:5	0	18000	5000	110
479	26	14	0	0	1045010407:1	0	1045000294:2	0	19000	6000	110
480	26	15	0	0	1045010407:1	0	1045010406:2	0	20000	6500	110
481	27	1	10000	0	0	600000	0	0	500	1	11:111
482	27	2	10000	0	0	600000	0	100000	1500	1000	11:111
483	27	3	10000	0	0	600000	0	500000	2500	2000	11:111
484	27	4	10000	0	0	600000	0	1000000	4000	3000	11:111
485	27	5	50000	0	0	600000	0	2000000	6000	4000	11:111
486	27	6	50000	0	0	600000	0	3000000	8000	4500	11:111
487	27	7	50000	0	0	600000	0	4000000	10000	5000	11:111
488	27	8	50000	0	0	600000	0	5000000	15000	5500	11:111
489	27	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1000	111
490	27	10	200000	0	0	600000	1042010106:60	0	15000	2000	111
491	27	11	200000	0	0	600000	1050000001:10	0	16000	3000	111
492	27	12	200000	0	0	600000	1045030002:10	0	17000	4000	111
493	27	13	200000	0	0	600000	1042010105:5	0	18000	5000	111
494	27	14	200000	0	0	600000	1045000294:2	0	19000	6000	111
495	27	15	200000	0	0	600000	1045010406:2	0	20000	6500	111
496	28	1	10000	0	0	600000	0	0	500	1	11:111
497	28	2	10000	0	0	600000	0	100000	1500	1	11:111
498	28	3	10000	0	0	600000	0	500000	2500	1	11:111
499	28	4	10000	0	0	600000	0	1000000	4000	1	11:111
500	28	5	50000	0	0	600000	0	2000000	6000	1	11:111
501	28	6	50000	0	0	600000	0	3000000	8000	1	11:111
502	28	7	50000	0	0	600000	0	4000000	10000	1	11:111
503	28	8	50000	0	0	600000	0	5000000	15000	1	11:111
504	28	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1	11:111
505	28	10	200000	0	0	600000	1042010106:60	0	15000	1	11:111
506	28	11	200000	0	0	600000	1050000001:10	0	16000	1	11:111
507	28	12	200000	0	0	600000	1045030002:10	0	17000	1	11:111
508	28	13	200000	0	0	600000	1042010105:5	0	18000	1	11:111
509	28	14	200000	0	0	600000	1045000294:2	0	19000	1	11:111
510	28	15	200000	0	0	600000	1045010406:2	0	20000	1	11:111
511	29	1	10000	0	0	600000	0	0	500	1	12:112
512	29	2	10000	0	0	600000	0	100000	1500	1000	12:112
513	29	3	10000	0	0	600000	0	500000	2500	2000	12:112
514	29	4	10000	0	0	600000	0	1000000	4000	3000	12:112
515	29	5	50000	0	0	600000	0	2000000	6000	4000	12:112
516	29	6	50000	0	0	600000	0	3000000	8000	4500	12:112
517	29	7	50000	0	0	600000	0	4000000	10000	5000	12:112
518	29	8	50000	0	0	600000	0	5000000	15000	5500	12:112
519	29	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1000	112
520	29	10	200000	0	0	600000	1042010106:60	0	15000	2000	112
521	29	11	200000	0	0	600000	1050000001:10	0	16000	3000	112
522	29	12	200000	0	0	600000	1045030002:10	0	17000	4000	112
523	29	13	200000	0	0	600000	1042010105:5	0	18000	5000	112
524	29	14	200000	0	0	600000	1045000294:2	0	19000	6000	112
525	29	15	200000	0	0	600000	1045010406:2	0	20000	6500	112
526	30	1	10000	0	0	600000	0	0	500	1	12:112
527	30	2	10000	0	0	600000	0	100000	1500	1	12:112
528	30	3	10000	0	0	600000	0	500000	2500	1	12:112
529	30	4	10000	0	0	600000	0	1000000	4000	1	12:112
530	30	5	50000	0	0	600000	0	2000000	6000	1	12:112
531	30	6	50000	0	0	600000	0	3000000	8000	1	12:112
532	30	7	50000	0	0	600000	0	4000000	10000	1	12:112
533	30	8	50000	0	0	600000	0	5000000	15000	1	12:112
534	30	9	200000	0	0	600000	1045010408:30|1042200301:60	0	15000	1	12:112
535	30	10	200000	0	0	600000	1042010106:60	0	15000	1	12:112
536	30	11	200000	0	0	600000	1050000001:10	0	16000	1	12:112
537	30	12	200000	0	0	600000	1045030002:10	0	17000	1	12:112
538	30	13	200000	0	0	600000	1042010105:5	0	18000	1	12:112
539	30	14	200000	0	0	600000	1045000294:2	0	19000	1	12:112
540	30	15	200000	0	0	600000	1045010406:2	0	20000	1	12:112
