monsterId	firstCondition	firstTarget	firstSkill	secondCondition	secondTarget	secondSkill	thirdCondition	thirdTarget	thirdSkill	fourthCondition	fourthTarget	fourthSkill
1061000090	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000091	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150003	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000092	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000093	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150003	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000094	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000095	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000096	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000097	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150003	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000098	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000099	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150003	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000100	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000101	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150003	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000102	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000113	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000115	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000116	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000117	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000118	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000119	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000120	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000121	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000122	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000123	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000124	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000125	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000126	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000127	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000128	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000129	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000130	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000131	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000146	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000147	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000148	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000149	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000150	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000151	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000152	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000153	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000154	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1062000001	0:0:0	0:0:0	1031150001:1031150001:1031150001	0:1:1	3:3:3	1031150001:1031150001:1031150001	1:1:1	3:3:3	1031150001:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000002	0:0:0	0:0:0	1031150001:1031150001:1031150001	0:1:1	3:3:3	1031150001:1031150001:1031150001	1:1:1	3:3:3	1031150001:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000003	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:0	0:1:0	1031150002:1031150101:1031150001	0:0:0	0:0:0	1031150102:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000004	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:0	0:1:0	1031150002:1031150101:1031150001	0:0:0	0:0:0	1031150102:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000005	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150101	0:0:0	0:0:0	1031150102:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000006	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150102	0:0:0	0:0:0	1031150102:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000007	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150102	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000008	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000009	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000010	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000011	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000012	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000013	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000014	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000015	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000016	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150103:1031150001:1031150001	0:0:0	0:0:0	0:0:0
1062000017	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000018	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000019	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000020	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000021	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000022	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000023	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000024	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000025	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000026	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000027	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000028	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000029	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000030	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000031	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000032	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000033	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000034	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000035	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000036	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000037	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000038	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000039	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000040	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000041	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000042	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000043	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000044	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1062000045	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103	0:0:0	0:0:0	0:0:0
1063000001	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000002	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000003	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000004	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000005	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000006	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000007	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000008	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000009	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000010	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000011	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000012	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000013	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000014	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000015	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000016	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000017	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000018	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000019	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000020	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000021	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000022	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000023	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000024	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000025	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000026	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000027	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000028	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000029	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000030	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000031	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000032	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000033	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000034	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000035	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000036	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000037	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000038	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000039	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000040	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000075	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000041	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000042	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000043	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
