id	name	level	type	iconId	minQuality	maxQuality	point	token	money	repeatNumber	bindMode	remark	eType	job	equipLocation	equipType	equipLevel	maxEquipLevel	phyAtt	phyAttRate	sptAtt	sptAttRate	phyDefWhite	phyDefGreen	phyDefBlue	phyDefPurple	phyDefRate	sptDefWhite	sptDefGreen	sptDefBlue	sptDefPurple	sptDefRate	modValueWhite	modValueGreen	power	agility	spirit	wisdom	lifePoint	magicPoint	curePoint	phySmiteRate	sptSmiteRate	phySmiteParm	sptSmiteParm	phyHurtAvoid	sptHurtAvoid	clearPhySmite	clearSptSmite	clearPhySmiteParm	clearSptSmiteParm	taskColor	modelId	startLevel	phyAttExt	sptAttExt	powerExt	agilityExt	spiritExt	wisdomExt	lifePointExt	magicPointExt	curePointExt	phySmiteRateExt	sptSmiteRateExt	phyHurtAvoidExt	sptHurtAvoidExt	phySmiteParmExt	sptSmiteParmExt	isVIP	adornBackgroud	isDel 
1050302019	火星运动短裤	350	1	1150302007	0	5	30000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3186	1827	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:110	1:110	1:62	1:62	1:62	1:62	1:1920	1:1920	50:280	0:0	0:0	1:62	1:62	0:0	0:0	0	0	1
1050302020	彗星运动短裤	550	1	1150302003	0	5	50000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4446	2547	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:150	1:150	1:86	1:86	1:86	1:86	1:2560	1:2560	50:360	0:0	0:0	1:86	1:86	0:0	0:0	0	0	1
1050302021	银河运动短裤	750	1	1150302007	0	5	80000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	5706	3267	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:190	1:190	1:110	1:110	1:110	1:110	1:3200	1:3200	50:440	0:0	0:0	1:110	1:110	0:0	0:0	0	0	1
1050302036	青龙运动短裤	1000	1	1150302003	0	5	110000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	7596	4347	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:260	1:260	1:128	1:128	1:128	1:128	1:4160	1:4160	50:500	0:0	0:0	1:128	1:128	0:0	0:0	0	0	1
1050302037	白虎运动短裤	1200	1	1150302007	0	5	140000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	9486	5427	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:350	1:350	1:146	1:146	1:146	1:146	1:4920	1:4920	50:560	0:0	0:0	1:146	1:146	0:0	0:0	0	0	1
1050302038	朱雀运动短裤	1500	1	1150302003	0	5	170000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	10746	6147	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:440	1:440	1:164	1:164	1:164	1:164	1:5880	1:5880	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050302039	玄武运动短裤	1700	1	1150302007	0	5	200000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	12636	7227	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:500	1:500	1:176	1:176	1:176	1:176	1:6520	1:6520	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050302054	缤纷运动短裤	2100	1	1150302003	0	5	230000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	15786	9027	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:560	1:560	1:188	1:188	1:188	1:188	1:7160	1:7160	50:720	0:0	0:0	1:188	1:188	0:0	0:0	0	0	1
1050302055	异能运动短裤	2500	1	1150302007	0	5	260000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	18306	10467	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:620	1:620	1:200	1:200	1:200	1:200	1:7800	1:7800	50:780	0:0	0:0	1:200	1:200	0:0	0:0	0	0	1
1050302056	黑蝙蝠运动短裤	2900	1	1150302003	0	5	290000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	22086	12627	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:680	1:680	1:212	1:212	1:212	1:212	1:8440	1:8440	50:840	0:0	0:0	1:212	1:212	0:0	0:0	0	0	1
1050302057	街霸运动短裤	3500	1	1150302003	0	5	320000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	24573	14787	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:740	1:740	1:224	1:224	1:224	1:224	1:9080	1:9080	50:900	0:0	0:0	1:224	1:224	0:0	0:0	0	0	1
1050302060	绝战运动短裤	4100	1	1150302003	0	5	380000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	28164	16947	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:800	1:800	1:236	1:236	1:236	1:236	1:9720	1:9720	50:960	0:0	0:0	1:236	1:236	0:0	0:0	0	0	1
1050302034	无双运动短裤	350	1	1150302003	0	5	36000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4779	2742	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:180	1:180	1:104	1:104	1:104	1:104	1:3040	1:3040	50:420	0:0	0:0	1:104	1:104	0:0	0:0	0	0	1
1050302035	天下无双运动短裤	750	1	1150302007	0	5	166000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	7419	4083	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:290	1:290	1:134	1:134	1:134	1:134	1:4280	1:4280	50:520	0:0	0:0	1:134	1:134	0:0	0:0	0	0	1
1050302040	天上天下无双运动短裤	1000	1	1150302003	0	5	200000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	12333	6783	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:440	1:440	1:164	1:164	1:164	1:164	1:5880	1:5880	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050302041	天上天下天地无双运动短裤	1500	1	1150302007	0	5	240000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	16428	9033	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:500	1:500	1:176	1:176	1:176	1:176	1:6520	1:6520	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050302052	绝世靓女运动短裤	1000	1	1150302003	0	5	200000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	14000	8000	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:440	1:440	1:164	1:164	1:164	1:164	1:5880	1:5880	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050302053	流行巨星运动短裤	2000	1	1150302007	0	5	280000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	21356	11743	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:710	1:710	1:218	1:218	1:218	1:218	1:9080	1:9080	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050302058	黑骑士运动短裤	2000	1	1150302003	0	5	280000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	23799	13083	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:710	1:710	1:218	1:218	1:218	1:218	1:9080	1:9080	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050302059	格斗天王运动短裤	2900	1	1150302007	0	5	340000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	33627	18483	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:980	1:980	1:272	1:272	1:272	1:272	1:12280	1:12280	50:980	0:0	0:0	1:272	1:272	0:0	0:0	0	0	1
1050302061	初心运动短裤	600	1	1150302004	0	5	20000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3186	1828	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:540	1:540	1:180	1:180	1:180	1:180	1:4000	1:4000	100:500	50:100	50:100	1:180	1:180	100:500	100:500	0	0	1
1050302062	熟练运动短裤	1200	1	1150302006	0	5	200000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	12500	6800	0	0	0	0	0	0	0	0	0	0	0	-1	0	5	1:540	1:540	1:180	1:180	1:180	1:180	1:8000	1:8000	100:500	50:100	50:100	1:180	1:180	100:500	100:500	0	0	1
1050302063	会心运动短裤	2200	1	1150302003	0	5	600000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	21500	12000	0	0	0	0	0	0	0	0	0	1500	500	-1	0	6	1:720	1:720	1:200	1:200	1:200	1:200	1:11200	1:11200	100:800	50:100	50:100	1:200	1:200	100:800	100:800	0	0	1
1050302064	达人运动短裤	3200	1	1150302007	0	5	1200000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	24000	13500	0	0	0	0	0	0	0	0	0	2000	1000	-1	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:14400	1:14400	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	0	0	1
1050302065	大师运动短裤	4200	1	1150302004	0	5	1800000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	34000	19000	0	0	0	0	0	0	0	0	0	2500	1500	-1	0	8	1:1080	1:1080	1:280	1:280	1:280	1:280	1:17600	1:17600	100:1400	50:100	50:100	1:280	1:280	100:1400	100:1400	0	0	1
1050302066	宗师运动短裤	5200	1	1150302006	0	5	2400000	0	0	1	0	0	0	7:14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	44000	24500	0	0	0	0	0	0	0	0	0	3000	2000	-1	0	9	1:1440	1:1440	1:360	1:360	1:360	1:360	1:12000	1:12000	100:2000	50:150	50:150	1:360	1:360	100:2000	100:2000	0	0	1
1050302067	天上运动短裤	1500	1	1150302004	0	5	3000000	0	0	1	0	0	0	14:18	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	74000	34000	0	0	0	0	0	0	0	0	0	3500	2500	-1	0	10	1:1700	1:1700	1:440	1:440	1:440	1:440	1:15200	1:15200	100:2300	50:150	50:150	1:440	1:440	100:2300	100:2300	0	0	1
1050301017	山寨西裤	100	1	1150301001	0	5	100	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	60	40	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1:12	1:12	1:8	1:8	1:8	1:8	1:700	1:700	50:100	0:0	0:0	1:8	1:8	0:0	0:0	0	0	1
1050301001	刁蛮西裤	100	1	1150301001	0	5	500	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	261	96	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1:20	1:20	1:14	1:14	1:14	1:14	1:736	1:736	50:120	0:0	0:0	1:14	1:14	0:0	0:0	0	0	1
1050301002	混沌西裤	150	1	1150301002	0	5	1000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	385	140	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1:24	1:24	1:20	1:20	1:20	1:20	1:848	1:848	50:140	0:0	0:0	1:20	1:20	0:0	0:0	0	0	1
1050301003	妖姬西裤	200	1	1150301003	0	5	1500	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	509	184	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1:40	1:40	1:26	1:26	1:26	1:26	1:960	1:960	50:160	0:0	0:0	1:26	1:26	0:0	0:0	0	0	1
1050301004	地精王西裤	250	1	1150301004	0	5	3000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	632	228	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1:55	1:55	1:32	1:32	1:32	1:32	1:1120	1:1120	50:180	0:0	0:0	1:32	1:32	0:0	0:0	0	0	1
1050301005	蛇妖西裤	300	1	1150301005	0	5	6000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	756	271	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	1:60	1:60	1:38	1:38	1:38	1:38	1:1280	1:1280	50:200	0:0	0:0	1:38	1:38	0:0	0:0	0	0	1
1050301006	嗜血西裤	350	1	1150301006	0	5	12000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	880	315	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	1:72	1:72	1:44	1:44	1:44	1:44	1:1440	1:1440	50:220	0:0	0:0	1:44	1:44	0:0	0:0	0	0	1
1050301007	炫丽西裤	400	1	1150301007	0	5	18000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1004	359	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	1:88	1:88	1:50	1:50	1:50	1:50	1:1600	1:1600	50:240	0:0	0:0	1:50	1:50	0:0	0:0	0	0	1
1050301008	鞭女王西裤	450	1	1150301007	0	5	24000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1127	403	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	1:100	1:100	1:56	1:56	1:56	1:56	1:1760	1:1760	50:260	0:0	0:0	1:56	1:56	0:0	0:0	0	0	1
1050301009	金蝙蝠西裤	500	1	1150301001	0	5	30000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1251	447	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	1:110	1:110	1:62	1:62	1:62	1:62	1:1920	1:1920	50:280	0:0	0:0	1:62	1:62	0:0	0:0	0	0	1
1050301010	天剑西裤	550	1	1150301002	0	5	35000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1375	491	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	1:120	1:120	1:68	1:68	1:68	1:68	1:2080	1:2080	50:300	0:0	0:0	1:68	1:68	0:0	0:0	0	0	1
1050301011	天狱西裤	600	1	1150301003	0	5	40000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1499	535	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	1:130	1:130	1:74	1:74	1:74	1:74	1:2240	1:2240	50:320	0:0	0:0	1:74	1:74	0:0	0:0	0	0	1
1050301012	致命西裤	650	1	1150301004	0	5	45000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1622	579	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	1:140	1:140	1:80	1:80	1:80	1:80	1:2400	1:2400	50:340	0:0	0:0	1:80	1:80	0:0	0:0	0	0	1
1050301013	黑衣西裤	700	1	1150301005	0	5	50000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1746	622	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:150	1:150	1:86	1:86	1:86	1:86	1:2560	1:2560	50:360	0:0	0:0	1:86	1:86	0:0	0:0	0	0	1
1050301014	牛魔王西裤	750	1	1150301006	0	5	55000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1870	666	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:160	1:160	1:92	1:92	1:92	1:92	1:2720	1:2720	50:380	0:0	0:0	1:92	1:92	0:0	0:0	0	0	1
1050301015	邪树西裤	800	1	1150301007	0	5	60000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	1994	710	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:170	1:170	1:98	1:98	1:98	1:98	1:2880	1:2880	50:400	0:0	0:0	1:98	1:98	0:0	0:0	0	0	1
1050301016	卡哇伊西裤	850	1	1150301007	0	5	70000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2117	754	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:180	1:180	1:104	1:104	1:104	1:104	1:3040	1:3040	50:420	0:0	0:0	1:104	1:104	0:0	0:0	0	0	1
1050301022	心灵西裤	900	1	1150301007	0	5	80000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2241	798	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:190	1:190	1:110	1:110	1:110	1:110	1:3200	1:3200	50:440	0:0	0:0	1:110	1:110	0:0	0:0	0	0	1
1050301023	假面西裤	1000	1	1150301001	0	5	90000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2489	886	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:210	1:210	1:116	1:116	1:116	1:116	1:3520	1:3520	50:460	0:0	0:0	1:116	1:116	0:0	0:0	0	0	1
1050301024	时间西裤	1100	1	1150301002	0	5	100000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2736	973	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:230	1:230	1:122	1:122	1:122	1:122	1:3840	1:3840	50:480	0:0	0:0	1:122	1:122	0:0	0:0	0	0	1
1050301025	侵略西裤	1200	1	1150301003	0	5	110000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2984	1061	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:260	1:260	1:128	1:128	1:128	1:128	1:4160	1:4160	50:500	0:0	0:0	1:128	1:128	0:0	0:0	0	0	1
1050301026	雷电西裤	1300	1	1150301004	0	5	120000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3231	1149	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:290	1:290	1:134	1:134	1:134	1:134	1:4280	1:4280	50:520	0:0	0:0	1:134	1:134	0:0	0:0	0	0	1
1050301027	穿孔西裤	1400	1	1150301005	0	5	130000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3479	1237	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:320	1:320	1:140	1:140	1:140	1:140	1:4600	1:4600	50:540	0:0	0:0	1:140	1:140	0:0	0:0	0	0	1
1050301028	巨神西裤	1500	1	1150301006	0	5	140000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3726	1324	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:350	1:350	1:146	1:146	1:146	1:146	1:4920	1:4920	50:560	0:0	0:0	1:146	1:146	0:0	0:0	0	0	1
1050301029	怨念西裤	1600	1	1150301007	0	5	150000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	3974	1412	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:380	1:380	1:152	1:152	1:152	1:152	1:5240	1:5240	50:580	0:0	0:0	1:152	1:152	0:0	0:0	0	0	1
1050301030	超音西裤	1700	1	1150301007	0	5	160000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4221	1500	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:410	1:410	1:158	1:158	1:158	1:158	1:5560	1:5560	50:600	0:0	0:0	1:158	1:158	0:0	0:0	0	0	1
1050301031	黑暗西裤	1800	1	1150301007	0	5	170000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4469	1588	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:440	1:440	1:164	1:164	1:164	1:164	1:5880	1:5880	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050301032	炎火西裤	1900	1	1150301007	0	5	180000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4716	1675	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:470	1:470	1:170	1:170	1:170	1:170	1:6200	1:6200	50:640	0:0	0:0	1:170	1:170	0:0	0:0	0	0	1
1050301033	传奇西裤	2000	1	1150301007	0	5	190000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	4964	1763	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:500	1:500	1:176	1:176	1:176	1:176	1:6520	1:6520	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050301042	上古邪树西裤	2100	1	1150301001	0	5	200000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	5211	1851	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:530	1:530	1:182	1:182	1:182	1:182	1:6840	1:6840	50:680	0:0	0:0	1:182	1:182	0:0	0:0	0	0	1
1050301043	邪恶之灵西裤	2300	1	1150301002	0	5	210000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	5706	2026	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:590	1:590	1:194	1:194	1:194	1:194	1:7480	1:7480	50:720	0:0	0:0	1:194	1:194	0:0	0:0	0	0	1
1050301044	镇山魔王西裤	2500	1	1150301003	0	5	220000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	6201	2202	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:650	1:650	1:206	1:206	1:206	1:206	1:8760	1:8760	50:760	0:0	0:0	1:206	1:206	0:0	0:0	0	0	1
1050301045	远古邪树西裤	2700	1	1150301004	0	5	230000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	6696	2377	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:710	1:710	1:218	1:218	1:218	1:218	1:9400	1:9400	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050301046	袖珍怪猫西裤	2900	1	1150301005	0	5	240000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	7191	2553	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:830	1:830	1:242	1:242	1:242	1:242	1:10680	1:10680	50:880	0:0	0:0	1:242	1:242	0:0	0:0	0	0	1
1050301047	月玲珑西裤	3200	1	1150301006	0	5	250000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	7493	2816	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:680	1:680	1:212	1:212	1:212	1:212	1:8760	1:8760	50:780	0:0	0:0	1:212	1:212	0:0	0:0	0	0	1
1050301048	疯牛西裤	3500	1	1150301007	0	5	260000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	8194	3079	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:11320	1:11320	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050301049	深渊西裤	3800	1	1150301007	0	5	270000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	8895	3343	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:11320	1:11320	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050301050	海底邪树西裤	4100	1	1150301007	0	5	280000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	9597	3606	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:11320	1:11320	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050301051	森林西裤	4400	1	1150301007	0	5	290000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	10298	3869	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:950	1:950	1:260	1:260	1:260	1:260	1:11600	1:11600	50:960	0:0	0:0	1:260	1:260	0:0	0:0	0	0	1
1050301018	环保西裤	150	1	1150301003	0	5	6000	0	0	1	0	0	0	5:13:17	3	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	2520	1086	0	0	0	0	0	0	0	0	0	0	0	-1	0	4	1:60	1:60	1:38	1:38	1:38	1:38	1:1280	1:1280	50:200	0:0	0:0	1:38	1:38	0:0	0:0	0	0	1
