id	name	iconId	level	dataType	dataPattern	effectPoint	effectTarget	petJob	order	skillType	isVIP
1032131801	灵动舞步	1132130008	1	20:21:23	1:1:1	600:600:600	1	8:108:0	1	19	0
1032131802	灵动舞步	1132130008	2	20:21:23	1:1:1	200:200:0	1	8:108:0	1	19	0
1032131803	灵动舞步	1132130008	3	20:21:23	1:1:1	200:200:0	1	8:108:0	1	19	0
1032131804	灵动舞步	1132130008	4	24:25:23	1:1:1	200:1000:600	1	8:108:0	1	19	0
1032131805	灵动舞步	1132130008	5	24:25:23	1:1:1	200:1000:0	1	8:108:0	1	19	0
1032131806	灵动舞步	1132130008	6	24:25:23	1:1:1	200:1000:0	1	8:108:0	1	19	0
1032131807	灵动舞步	1132130008	7	24:25:23	1:1:1	200:1000:600	1	8:108:0	1	19	0
1032131808	灵动舞步	1132130008	8	24:25:23	1:1:1	200:1000:0	1	8:108:0	1	19	0
1032131809	灵动舞步	1132130008	9	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131810	灵动舞步	1132130008	10	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131811	灵动舞步	1132130008	11	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131812	灵动舞步	1132130008	12	24:25:23	1:1:1	200:1000:600	1	108:0:0	1	19	0
1032131813	灵动舞步	1132130008	13	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131814	灵动舞步	1132130008	14	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131815	灵动舞步	1132130008	15	24:25:23	1:1:1	200:1000:0	1	108:0:0	1	19	0
1032131901	经验吸收	1132130003	1	22:0:0	2:0:0	4000:0:0	1	8:108:0	3	20	0
1032131902	经验吸收	1132130003	2	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131903	经验吸收	1132130003	3	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131904	经验吸收	1132130003	4	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131905	经验吸收	1132130003	5	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131906	经验吸收	1132130003	6	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131907	经验吸收	1132130003	7	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131908	经验吸收	1132130003	8	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131909	经验吸收	1132130003	9	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131910	经验吸收	1132130003	10	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131911	经验吸收	1132130003	11	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131912	经验吸收	1132130003	12	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131913	经验吸收	1132130003	13	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131914	经验吸收	1132130003	14	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032131915	经验吸收	1132130003	15	22:0:0	2:0:0	200:0:0	1	8:108:0	3	20	0
1032132001	风刃	1132130010	1	6:0:0	1:0:0	6000:0:0	1	9:109:0	1	21	0
1032132002	风刃	1132130010	2	6:0:0	1:0:0	1000:0:0	1	9:109:0	1	21	0
1032132003	风刃	1132130010	3	6:0:0	1:0:0	1000:0:0	1	9:109:0	1	21	0
1032132004	风刃	1132130010	4	6:12:0	1:1:0	0:700:0	1	9:109:0	1	21	0
1032132005	风刃	1132130010	5	6:12:0	1:1:0	0:700:0	1	9:109:0	1	21	0
1032132006	风刃	1132130010	6	6:12:0	1:1:0	0:700:0	1	9:109:0	1	21	0
1032132007	风刃	1132130010	7	6:12:0	1:1:0	0:700:0	1	9:109:0	1	21	0
1032132008	风刃	1132130010	8	6:12:0	1:1:0	0:700:0	1	9:109:0	1	21	0
1032132009	风刃	1132130010	9	6:12:0	1:1:0	1000:0:0	1	109:0:0	1	21	0
1032132010	风刃	1132130010	10	6:12:0	1:1:0	1000:0:0	1	109:0:0	1	21	0
1032132011	风刃	1132130010	11	6:12:0	1:1:0	1000:0:0	1	109:0:0	1	21	0
1032132012	风刃	1132130010	12	6:12:0	1:1:0	0:700:0	1	109:0:0	1	21	0
1032132013	风刃	1132130010	13	6:12:0	1:1:0	0:700:0	1	109:0:0	1	21	0
1032132014	风刃	1132130010	14	6:12:0	1:1:0	0:700:0	1	109:0:0	1	21	0
1032132015	风刃	1132130010	15	6:12:0	1:1:0	0:700:0	1	109:0:0	1	21	0
1032132101	经验吸收	1132130003	1	22:0:0	2:0:0	4000:0:0	1	9:109:0	3	22	0
1032132102	经验吸收	1132130003	2	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132103	经验吸收	1132130003	3	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132104	经验吸收	1132130003	4	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132105	经验吸收	1132130003	5	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132106	经验吸收	1132130003	6	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132107	经验吸收	1132130003	7	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132108	经验吸收	1132130003	8	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132109	经验吸收	1132130003	9	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132110	经验吸收	1132130003	10	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132111	经验吸收	1132130003	11	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132112	经验吸收	1132130003	12	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132113	经验吸收	1132130003	13	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132114	经验吸收	1132130003	14	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132115	经验吸收	1132130003	15	22:0:0	2:0:0	200:0:0	1	9:109:0	3	22	0
1032132201	风刃	1132130010	1	8:0:0	1:0:0	6000:0:0	1	10:110:0	1	23	0
1032132202	风刃	1132130010	2	8:0:0	1:0:0	1000:0:0	1	10:110:0	1	23	0
1032132203	风刃	1132130010	3	8:0:0	1:0:0	1000:0:0	1	10:110:0	1	23	0
1032132204	风刃	1132130010	4	8:13:0	1:1:0	0:700:0	1	10:110:0	1	23	0
1032132205	风刃	1132130010	5	8:13:0	1:1:0	0:700:0	1	10:110:0	1	23	0
1032132206	风刃	1132130010	6	8:13:0	1:1:0	0:700:0	1	10:110:0	1	23	0
1032132207	风刃	1132130010	7	8:13:0	1:1:0	0:700:0	1	10:110:0	1	23	0
1032132208	风刃	1132130010	8	8:13:0	1:1:0	0:700:0	1	10:110:0	1	23	0
1032132209	风刃	1132130010	9	8:13:0	1:1:0	1000:0:0	1	110:0:0	1	23	0
1032132210	风刃	1132130010	10	8:13:0	1:1:0	1000:0:0	1	110:0:0	1	23	0
1032132211	风刃	1132130010	11	8:13:0	1:1:0	1000:0:0	1	110:0:0	1	23	0
1032132212	风刃	1132130010	12	8:13:0	1:1:0	0:700:0	1	110:0:0	1	23	0
1032132213	风刃	1132130010	13	8:13:0	1:1:0	0:700:0	1	110:0:0	1	23	0
1032132214	风刃	1132130010	14	8:13:0	1:1:0	0:700:0	1	110:0:0	1	23	0
1032132215	风刃	1132130010	15	8:13:0	1:1:0	0:700:0	1	110:0:0	1	23	0
1032132301	经验吸收	1132130003	1	22:0:0	2:0:0	4000:0:0	1	10:110:0	3	24	0
1032132302	经验吸收	1132130003	2	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132303	经验吸收	1132130003	3	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132304	经验吸收	1132130003	4	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132305	经验吸收	1132130003	5	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132306	经验吸收	1132130003	6	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132307	经验吸收	1132130003	7	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132308	经验吸收	1132130003	8	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132309	经验吸收	1132130003	9	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132310	经验吸收	1132130003	10	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132311	经验吸收	1132130003	11	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132312	经验吸收	1132130003	12	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132313	经验吸收	1132130003	13	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132314	经验吸收	1132130003	14	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132315	经验吸收	1132130003	15	22:0:0	2:0:0	200:0:0	1	10:110:0	3	24	0
1032132401	狮子吼	1132130011	1	20:21:12	1:1:1	1200:1200:300	1	9:109:0	2	25	1
1032132402	狮子吼	1132130011	2	20:21:12	1:1:1	400:400:300	1	9:109:0	2	25	1
1032132403	狮子吼	1132130011	3	20:21:12	1:1:1	400:400:400	1	9:109:0	2	25	1
1032132404	狮子吼	1132130011	4	20:21:12	1:1:1	0:0:700	1	9:109:0	2	25	1
1032132405	狮子吼	1132130011	5	20:21:12	1:1:1	0:0:700	1	9:109:0	2	25	1
1032132406	狮子吼	1132130011	6	20:21:12	1:1:1	0:0:700	1	9:109:0	2	25	1
1032132407	狮子吼	1132130011	7	20:21:12	1:1:1	0:0:700	1	9:109:0	2	25	1
1032132408	狮子吼	1132130011	8	20:21:12	1:1:1	0:0:700	1	9:109:0	2	25	1
1032132409	狮子吼	1132130011	9	20:21:12	1:1:1	200:200:0	1	109:0:0	2	25	1
1032132410	狮子吼	1132130011	10	20:21:12	1:1:1	200:200:0	1	109:0:0	2	25	1
1032132411	狮子吼	1132130011	11	20:21:12	1:1:1	200:200:0	1	109:0:0	2	25	1
1032132412	狮子吼	1132130011	12	20:21:12	1:1:1	0:0:700	1	109:0:0	2	25	1
1032132413	狮子吼	1132130011	13	20:21:12	1:1:1	0:0:700	1	109:0:0	2	25	1
1032132414	狮子吼	1132130011	14	20:21:12	1:1:1	0:0:700	1	109:0:0	2	25	1
1032132415	狮子吼	1132130011	15	20:21:12	1:1:1	0:0:700	1	109:0:0	2	25	1
1032132501	狮子吼	1132130011	1	20:21:13	1:1:1	1200:1200:300	1	10:110:0	2	26	1
1032132502	狮子吼	1132130011	2	20:21:13	1:1:1	400:400:300	1	10:110:0	2	26	1
1032132503	狮子吼	1132130011	3	20:21:13	1:1:1	400:400:400	1	10:110:0	2	26	1
1032132504	狮子吼	1132130011	4	20:21:13	1:1:1	0:0:700	1	10:110:0	2	26	1
1032132505	狮子吼	1132130011	5	20:21:13	1:1:1	0:0:700	1	10:110:0	2	26	1
1032132506	狮子吼	1132130011	6	20:21:13	1:1:1	0:0:700	1	10:110:0	2	26	1
1032132507	狮子吼	1132130011	7	20:21:13	1:1:1	0:0:700	1	10:110:0	2	26	1
1032132508	狮子吼	1132130011	8	20:21:13	1:1:1	0:0:700	1	10:110:0	2	26	1
1032132509	狮子吼	1132130011	9	20:21:13	1:1:1	200:200:0	1	110:0:0	2	26	1
1032132510	狮子吼	1132130011	10	20:21:13	1:1:1	200:200:0	1	110:0:0	2	26	1
1032132511	狮子吼	1132130011	11	20:21:13	1:1:1	200:200:0	1	110:0:0	2	26	1
1032132512	狮子吼	1132130011	12	20:21:13	1:1:1	0:0:700	1	110:0:0	2	26	1
1032132513	狮子吼	1132130011	13	20:21:13	1:1:1	0:0:700	1	110:0:0	2	26	1
1032132514	狮子吼	1132130011	14	20:21:13	1:1:1	0:0:700	1	110:0:0	2	26	1
1032132515	狮子吼	1132130011	15	20:21:13	1:1:1	0:0:700	1	110:0:0	2	26	1
1032132601	弹性防御	1132130012	1	20:21:23	1:1:1	1200:1200:700	1	11:111:0	1	27	0
1032132602	弹性防御	1132130012	2	20:21:23	1:1:1	200:200:0	1	11:111:0	1	27	0
1032132603	弹性防御	1132130012	3	20:21:23	1:1:1	200:200:0	1	11:111:0	1	27	0
1032132604	弹性防御	1132130012	4	24:25:23	1:1:1	200:1000:700	1	11:111:0	1	27	0
1032132605	弹性防御	1132130012	5	24:25:23	1:1:1	200:1000:0	1	11:111:0	1	27	0
1032132606	弹性防御	1132130012	6	24:25:23	1:1:1	200:1000:0	1	11:111:0	1	27	0
1032132607	弹性防御	1132130012	7	24:25:23	1:1:1	200:1000:700	1	11:111:0	1	27	0
1032132608	弹性防御	1132130012	8	24:25:23	1:1:1	200:1000:0	1	11:111:0	1	27	0
1032132609	弹性防御	1132130012	9	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132610	弹性防御	1132130012	10	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132611	弹性防御	1132130012	11	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132612	弹性防御	1132130012	12	24:25:23	1:1:1	200:1000:700	1	111:0:0	1	27	0
1032132613	弹性防御	1132130012	13	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132614	弹性防御	1132130012	14	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132615	弹性防御	1132130012	15	24:25:23	1:1:1	200:1000:0	1	111:0:0	1	27	0
1032132701	经验吸收	1132130003	1	22:0:0	2:0:0	4000:0:0	1	11:111:0	3	28	0
1032132702	经验吸收	1132130003	2	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132703	经验吸收	1132130003	3	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132704	经验吸收	1132130003	4	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132705	经验吸收	1132130003	5	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132706	经验吸收	1132130003	6	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132707	经验吸收	1132130003	7	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132708	经验吸收	1132130003	8	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132709	经验吸收	1132130003	9	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132710	经验吸收	1132130003	10	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132711	经验吸收	1132130003	11	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132712	经验吸收	1132130003	12	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132713	经验吸收	1132130003	13	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132714	经验吸收	1132130003	14	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132715	经验吸收	1132130003	15	22:0:0	2:0:0	200:0:0	1	11:111:0	3	28	0
1032132801	弹性防御	1132130012	1	20:21:23	1:1:1	1200:1200:700	1	12:112:0	1	29	0
1032132802	弹性防御	1132130012	2	20:21:23	1:1:1	200:200:0	1	12:112:0	1	29	0
1032132803	弹性防御	1132130012	3	20:21:23	1:1:1	200:200:0	1	12:112:0	1	29	0
1032132804	弹性防御	1132130012	4	24:25:23	1:1:1	200:1000:700	1	12:112:0	1	29	0
1032132805	弹性防御	1132130012	5	24:25:23	1:1:1	200:1000:0	1	12:112:0	1	29	0
1032132806	弹性防御	1132130012	6	24:25:23	1:1:1	200:1000:0	1	12:112:0	1	29	0
1032132807	弹性防御	1132130012	7	24:25:23	1:1:1	200:1000:700	1	12:112:0	1	29	0
1032132808	弹性防御	1132130012	8	24:25:23	1:1:1	200:1000:0	1	12:112:0	1	29	0
1032132809	弹性防御	1132130012	9	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132810	弹性防御	1132130012	10	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132811	弹性防御	1132130012	11	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132812	弹性防御	1132130012	12	24:25:23	1:1:1	200:1000:700	1	112:0:0	1	29	0
1032132813	弹性防御	1132130012	13	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132814	弹性防御	1132130012	14	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132815	弹性防御	1132130012	15	24:25:23	1:1:1	200:1000:0	1	112:0:0	1	29	0
1032132901	经验吸收	1132130003	1	22:0:0	2:0:0	4000:0:0	1	12:112:0	3	30	0
1032132902	经验吸收	1132130003	2	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132903	经验吸收	1132130003	3	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132904	经验吸收	1132130003	4	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132905	经验吸收	1132130003	5	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132906	经验吸收	1132130003	6	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132907	经验吸收	1132130003	7	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132908	经验吸收	1132130003	8	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132909	经验吸收	1132130003	9	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132910	经验吸收	1132130003	10	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132911	经验吸收	1132130003	11	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132912	经验吸收	1132130003	12	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132913	经验吸收	1132130003	13	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132914	经验吸收	1132130003	14	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
1032132915	经验吸收	1132130003	15	22:0:0	2:0:0	200:0:0	1	12:112:0	3	30	0
