id	name	monsterNames	monsters	rebirthTime	searchDelay	needGoodsId	needGoodsCount
287	★ 终极牛魔王(魔)	终极牛魔王(魔),金鞭女魔头(物),金鞭女魔头(物),双刀百人斩(魔),双刀百人斩(魔)	1062000015,1061000086,1061000086,1061000093,1061000093	0	5000	0	1
288	Lv800 无极道人(物)	无极道人(物),无极道人(物),无极道人(物),无极道人(物),无极道人(物),无极道人(物)	1061000094,1061000094,1061000094,1061000094,1061000094,1061000094	0	5000	0	1
289	Lv800 无极道人(物)	无极道人(物),无极道人(物),无极道人(物),无极道人(物),铜斧牛怪(魔),铜斧牛怪(魔)	1061000094,1061000094,1061000094,1061000094,1061000095,1061000095	0	5000	0	1
290	Lv805 铜斧牛怪(魔)	铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔)	1061000095,1061000095,1061000095,1061000095,1061000095,1061000095	0	5000	0	1
291	Lv805 铜斧牛怪(魔)	铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔),铜斧牛怪(魔),妖媚女鬼(物),妖媚女鬼(物)	1061000095,1061000095,1061000095,1061000095,1061000096,1061000096	0	5000	0	1
292	Lv810 妖媚女鬼(物)	妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物)	1061000096,1061000096,1061000096,1061000096,1061000096,1061000096	0	5000	0	1
293	Lv810 妖媚女鬼(物)	妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物),妖媚女鬼(物),红发道士(魔),红发道士(魔)	1061000096,1061000096,1061000096,1061000096,1061000097,1061000097	0	5000	0	1
294	Lv815 红发道士(魔)	红发道士(魔),红发道士(魔),红发道士(魔),红发道士(魔),红发道士(魔),红发道士(魔)	1061000097,1061000097,1061000097,1061000097,1061000097,1061000097	0	5000	0	1
295	Lv815 红发道士(魔)	红发道士(魔),红发道士(魔),红发道士(魔),红发道士(魔),怪力牛魔王(物),怪力牛魔王(物)	1061000097,1061000097,1061000097,1061000097,1061000098,1061000098	0	5000	0	1
296	Lv820 怪力牛魔王(物)	怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物)	1061000098,1061000098,1061000098,1061000098,1061000098,1061000098	0	5000	0	1
297	Lv820 怪力牛魔王(物)	怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物),怪力牛魔王(物),变身白衣女鬼(魔),变身白衣女鬼(魔)	1061000098,1061000098,1061000098,1061000098,1061000099,1061000099	0	5000	0	1
298	Lv825 变身白衣女鬼(魔)	变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔)	1061000099,1061000099,1061000099,1061000099,1061000099,1061000099	0	5000	0	1
299	Lv825 变身白衣女鬼(魔)	变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔),变身白衣女鬼(魔),天煞智多星(物),天煞智多星(物)	1061000099,1061000099,1061000099,1061000099,1061000100,1061000100	0	5000	0	1
300	Lv830 天煞智多星(物)	天煞智多星(物),天煞智多星(物),天煞智多星(物),天煞智多星(物),天煞智多星(物),天煞智多星(物)	1061000100,1061000100,1061000100,1061000100,1061000100,1061000100	0	5000	0	1
301	Lv830 天煞智多星(物)	天煞智多星(物),天煞智多星(物),天煞智多星(物),天煞智多星(物),愚钝犀角(魔),愚钝犀角(魔)	1061000100,1061000100,1061000100,1061000100,1061000101,1061000101	0	5000	0	1
302	Lv835 愚钝犀角(魔)	愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔)	1061000101,1061000101,1061000101,1061000101,1061000101,1061000101	0	5000	0	1
303	Lv835 愚钝犀角(魔)	愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔),愚钝犀角(魔),进化恶鬼(物),进化恶鬼(物)	1061000101,1061000101,1061000101,1061000101,1061000102,1061000102	0	5000	0	1
304	Lv840 进化恶鬼(物)	进化恶鬼(物),进化恶鬼(物),进化恶鬼(物),进化恶鬼(物),愚钝犀角(魔),愚钝犀角(魔)	1061000102,1061000102,1061000102,1061000102,1061000101,1061000101	0	5000	0	1
305	Lv840 进化恶鬼(物)	进化恶鬼(物),进化恶鬼(物),进化恶鬼(物),进化恶鬼(物),进化恶鬼(物),进化恶鬼(物)	1061000102,1061000102,1061000102,1061000102,1061000102,1061000102	0	5000	0	1
306	★ 参天邪树(魔)	参天邪树(魔),铜斧牛怪(魔),铜斧牛怪(魔),妖媚女鬼(物),妖媚女鬼(物)	1062000016,1061000095,1061000095,1061000096,1061000096	0	5000	0	1
307	Lv850 狂暴蟒王(魔)	狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔)	1061000113,1061000113,1061000113,1061000113,1061000113,1061000113	0	5000	0	1
308	Lv850 狂暴蟒王(魔)	狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔),狂暴蟒王(魔),粗怒地阴怪(物),粗怒地阴怪(物)	1061000113,1061000113,1061000113,1061000113,1061000115,1061000115	0	5000	0	1
309	Lv855 粗怒地阴怪(物)	粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物)	1061000115,1061000115,1061000115,1061000115,1061000115,1061000115	0	5000	0	1
310	Lv855 粗怒地阴怪(物)	粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物),粗怒地阴怪(物),狂暴蟒王(魔),狂暴蟒王(魔)	1061000115,1061000115,1061000115,1061000115,1061000113,1061000113	0	5000	0	1
311	Lv860 双头绿巨人(魔)	双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔)	1061000116,1061000116,1061000116,1061000116,1061000116,1061000116	0	5000	0	1
312	Lv860 双头绿巨人(魔)	双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔),双头绿巨人(魔),火焰蟒(物),火焰蟒(物)	1061000116,1061000116,1061000116,1061000116,1061000117,1061000117	0	5000	0	1
313	Lv865 火焰蟒(物)	火焰蟒(物),火焰蟒(物),火焰蟒(物),火焰蟒(物),火焰蟒(物),火焰蟒(物)	1061000117,1061000117,1061000117,1061000117,1061000117,1061000117	0	5000	0	1
314	Lv865 火焰蟒(物)	火焰蟒(物),火焰蟒(物),火焰蟒(物),火焰蟒(物),地阴傀儡(魔),地阴傀儡(魔)	1061000117,1061000117,1061000117,1061000117,1061000118,1061000118	0	5000	0	1
315	Lv870 地阴傀儡(魔)	地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔)	1061000118,1061000118,1061000118,1061000118,1061000118,1061000118	0	5000	0	1
316	Lv870 地阴傀儡(魔)	地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔),地阴傀儡(魔),火焰蟒(物),火焰蟒(物)	1061000118,1061000118,1061000118,1061000118,1061000117,1061000117	0	5000	0	1
317	Lv875 双头力士(物)	双头力士(物),双头力士(物),双头力士(物),双头力士(物),双头力士(物),双头力士(物)	1061000119,1061000119,1061000119,1061000119,1061000119,1061000119	0	5000	0	1
318	Lv875 双头力士(物)	双头力士(物),双头力士(物),双头力士(物),双头力士(物),至尊蟒怪(魔),至尊蟒怪(魔)	1061000119,1061000119,1061000119,1061000119,1061000120,1061000120	0	5000	0	1
319	Lv880 至尊蟒怪(魔)	至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔)	1061000120,1061000120,1061000120,1061000120,1061000120,1061000120	0	5000	0	1
320	Lv880 至尊蟒怪(魔)	至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔),至尊蟒怪(魔),地阴冥王(物),地阴冥王(物)	1061000120,1061000120,1061000120,1061000120,1061000121,1061000121	0	5000	0	1
321	Lv885 地阴冥王(物)	地阴冥王(物),地阴冥王(物),地阴冥王(物),地阴冥王(物),地阴冥王(物),地阴冥王(物)	1061000121,1061000121,1061000121,1061000121,1061000121,1061000121	0	5000	0	1
322	Lv885 地阴冥王(物)	地阴冥王(物),地阴冥王(物),地阴冥王(物),地阴冥王(物),至尊蟒怪(魔),至尊蟒怪(魔)	1061000121,1061000121,1061000121,1061000121,1061000120,1061000120	0	5000	0	1
323	Lv890 绿头破坏者(魔)	绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔),地阴冥王(物),地阴冥王(物)	1061000122,1061000122,1061000122,1061000122,1061000121,1061000121	0	5000	0	1
324	Lv890 绿头破坏者(魔)	绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔),绿头破坏者(魔)	1061000122,1061000122,1061000122,1061000122,1061000122,1061000122	0	5000	0	1
325	★ 变身卡哇伊(物)	变身卡哇伊(物),粗怒地阴怪(物),粗怒地阴怪(物),双头绿巨人(魔),双头绿巨人(魔)	1062000017,1061000115,1061000115,1061000116,1061000116	0	5000	0	1
326	※200 篮球行者(物)	篮球行者(物)	1063000001	1800000	5000	0	1
327	※200 足球行者(物)	足球行者(物)	1063000002	1800000	5000	0	1
328	※300 夺命监视者(魔)	夺命监视者(魔)	1063000003	1800000	5000	0	1
329	※300 刻薄监视者(魔)	刻薄监视者(魔)	1063000004	1800000	5000	0	1
330	※400 暴怒监视者(魔)	暴怒监视者(魔)	1063000005	1800000	5000	0	1
331	※400 致命天使(魔)	致命天使(魔)	1063000006	1800000	5000	0	1
332	※400 红衣判决者(物)	红衣判决者(物)	1063000007	1800000	5000	0	1
333	※500 冷酷判决者(物)	冷酷判决者(物)	1063000008	1800000	5000	0	1
334	※500 残暴判决者(物)	残暴判决者(物)	1063000009	1800000	5000	0	1
335	※500 蝙蝠判决者(物)	蝙蝠判决者(物)	1063000010	1800000	5000	0	1
336	※600 幻影萝莉(魔)	幻影萝莉(魔)	1063000011	1800000	5000	0	1
337	※600 幻影战警(魔)	幻影战警(魔)	1063000012	1800000	5000	0	1
338	※700 幻影拳王(物)	幻影拳王(物)	1063000013	1800000	5000	0	1
339	※700 幻影绷带萝莉(魔)	幻影绷带萝莉(魔)	1063000014	1800000	5000	0	1
340	※700 幻影月亮战士(物)	幻影月亮战士(物)	1063000015	1800000	5000	0	1
341	※800 小强阴暗体(魔)	小强阴暗体(魔)	1063000016	1800000	5000	0	1
342	※800 功夫妹阴暗体(物)	功夫妹阴暗体(物)	1063000017	1800000	5000	0	1
343	※900 美丽幻象(魔)	美丽幻象(魔)	1063000018	1800000	5000	0	1
344	※900 魅魔幻象(魔)	魅魔幻象(魔)	1063000019	1800000	5000	0	1
345	Lv910 风月魔影(魔)	风月魔影(魔),风月魔影(魔),风月魔影(魔),风月魔影(魔),风月魔影(魔),风月魔影(魔)	1061000123,1061000123,1061000123,1061000123,1061000123,1061000123	0	5000	0	1
346	Lv910 风月魔影(魔)	风月魔影(魔),风月魔影(魔),风月魔影(魔),风月魔影(魔),兔精(物),兔精(物)	1061000123,1061000123,1061000123,1061000123,1061000124,1061000124	0	5000	0	1
347	Lv920 兔精(物)	兔精(物),兔精(物),兔精(物),兔精(物),兔精(物),兔精(物)	1061000124,1061000124,1061000124,1061000124,1061000124,1061000124	0	5000	0	1
348	Lv920 兔精(物)	兔精(物),兔精(物),兔精(物),兔精(物),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔)	1061000124,1061000124,1061000124,1061000124,1061000125,1061000125	0	5000	0	1
349	Lv930 灵魂侵蚀怪(魔)	灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔)	1061000125,1061000125,1061000125,1061000125,1061000125,1061000125	0	5000	0	1
350	Lv930 灵魂侵蚀怪(魔)	灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔),异度魔影(物),异度魔影(物)	1061000125,1061000125,1061000125,1061000125,1061000126,1061000126	0	5000	0	1
351	Lv940 异度魔影(物)	异度魔影(物),异度魔影(物),异度魔影(物),异度魔影(物),异度魔影(物),异度魔影(物)	1061000126,1061000126,1061000126,1061000126,1061000126,1061000126	0	5000	0	1
352	Lv940 异度魔影(物)	异度魔影(物),异度魔影(物),异度魔影(物),异度魔影(物),灵魂腐蚀球(魔),灵魂腐蚀球(魔)	1061000126,1061000126,1061000126,1061000126,1061000127,1061000127	0	5000	0	1
353	Lv950 灵魂腐蚀球(魔)	灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔)	1061000127,1061000127,1061000127,1061000127,1061000127,1061000127	0	5000	0	1
354	Lv950 灵魂腐蚀球(魔)	灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔),灵魂腐蚀球(魔),长滩玉兔精(物),长滩玉兔精(物)	1061000127,1061000127,1061000127,1061000127,1061000128,1061000128	0	5000	0	1
355	Lv960 长滩玉兔精(物)	长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物)	1061000128,1061000128,1061000128,1061000128,1061000128,1061000128	0	5000	0	1
356	Lv960 长滩玉兔精(物)	长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物),长滩玉兔精(物),长滩冷血体(魔),长滩冷血体(魔)	1061000128,1061000128,1061000128,1061000128,1061000129,1061000129	0	5000	0	1
357	Lv970 长滩冷血体(魔)	长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔)	1061000129,1061000129,1061000129,1061000129,1061000129,1061000129	0	5000	0	1
358	Lv970 长滩冷血体(魔)	长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔),长滩冷血体(魔),长滩怪力球(物),长滩怪力球(物)	1061000129,1061000129,1061000129,1061000129,1061000130,1061000130	0	5000	0	1
359	Lv980 长滩怪力球(物)	长滩怪力球(物),长滩怪力球(物),长滩怪力球(物),长滩怪力球(物),长滩怪力球(物),长滩怪力球(物)	1061000130,1061000130,1061000130,1061000130,1061000130,1061000130	0	5000	0	1
360	Lv980 长滩怪力球(物)	长滩怪力球(物),长滩怪力球(物),长滩怪力球(物),长滩怪力球(物),MM兔(魔),MM兔(魔)	1061000130,1061000130,1061000130,1061000130,1061000145,1061000145	0	5000	0	1
361	Lv990 MM兔(魔)	MM兔(魔),MM兔(魔),MM兔(魔),MM兔(魔),长滩怪力球(物),长滩怪力球(物)	1061000145,1061000145,1061000145,1061000145,1061000130,1061000130	0	5000	0	1
362	Lv990 MM兔(魔)	MM兔(魔),MM兔(魔),MM兔(魔),MM兔(魔),MM兔(魔),MM兔(魔)	1061000145,1061000145,1061000145,1061000145,1061000145,1061000145	0	5000	0	1
363	★ 心灵操控者(魔)	心灵操控者(魔),兔精(物),兔精(物),灵魂侵蚀怪(魔),灵魂侵蚀怪(魔)	1062000018,1061000124,1061000124,1061000125,1061000125	0	5000	0	1
364	Lv1010 深渊杀手(物)	深渊杀手(物),深渊杀手(物),深渊杀手(物),深渊杀手(物),深渊杀手(物),深渊杀手(物)	1061000146,1061000146,1061000146,1061000146,1061000146,1061000146	0	5000	0	1
365	Lv1010 深渊杀手(物)	深渊杀手(物),深渊杀手(物),深渊杀手(物),深渊杀手(物),深渊毒牙(魔),深渊毒牙(魔)	1061000146,1061000146,1061000146,1061000146,1061000147,1061000147	0	5000	0	1
366	Lv1020 深渊毒牙(魔)	深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔)	1061000147,1061000147,1061000147,1061000147,1061000147,1061000147	0	5000	0	1
367	Lv1020 深渊毒牙(魔)	深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔),深渊毒牙(魔),深渊猫(物),深渊猫(物)	1061000147,1061000147,1061000147,1061000147,1061000148,1061000148	0	5000	0	1
368	Lv1030 深渊猫(物)	深渊猫(物),深渊猫(物),深渊猫(物),深渊猫(物),深渊猫(物),深渊猫(物)	1061000148,1061000148,1061000148,1061000148,1061000148,1061000148	0	5000	0	1
369	Lv1030 深渊猫(物)	深渊猫(物),深渊猫(物),深渊猫(物),深渊猫(物),地狱蝙蝠(魔),地狱蝙蝠(魔)	1061000148,1061000148,1061000148,1061000148,1061000149,1061000149	0	5000	0	1
370	Lv1040 地狱蝙蝠(魔)	地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔)	1061000149,1061000149,1061000149,1061000149,1061000149,1061000149	0	5000	0	1
371	Lv1040 地狱蝙蝠(魔)	地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔),地狱蝙蝠(魔),地狱小妖(物),地狱小妖(物)	1061000149,1061000149,1061000149,1061000149,1061000150,1061000150	0	5000	0	1
372	Lv1050 地狱小妖(物)	地狱小妖(物),地狱小妖(物),地狱小妖(物),地狱小妖(物),地狱小妖(物),地狱小妖(物)	1061000150,1061000150,1061000150,1061000150,1061000150,1061000150	0	5000	0	1
373	Lv1050 地狱小妖(物)	地狱小妖(物),地狱小妖(物),地狱小妖(物),地狱小妖(物),地狱猫(魔),地狱猫(魔)	1061000150,1061000150,1061000150,1061000150,1061000151,1061000151	0	5000	0	1
374	Lv1060 地狱猫(魔)	地狱猫(魔),地狱猫(魔),地狱猫(魔),地狱猫(魔),地狱猫(魔),地狱猫(魔)	1061000151,1061000151,1061000151,1061000151,1061000151,1061000151	0	5000	0	1
375	Lv1060 地狱猫(魔)	地狱猫(魔),地狱猫(魔),地狱猫(魔),地狱猫(魔),假面獠牙(物),假面獠牙(物)	1061000151,1061000151,1061000151,1061000151,1061000152,1061000152	0	5000	0	1
376	Lv1070 假面獠牙(物)	假面獠牙(物),假面獠牙(物),假面獠牙(物),假面獠牙(物),假面獠牙(物),假面獠牙(物)	1061000152,1061000152,1061000152,1061000152,1061000152,1061000152	0	5000	0	1
377	Lv1070 假面獠牙(物)	假面獠牙(物),假面獠牙(物),假面獠牙(物),假面獠牙(物),假面猫(魔),假面猫(魔)	1061000152,1061000152,1061000152,1061000152,1061000153,1061000153	0	5000	0	1
378	Lv1080 假面猫(魔)	假面猫(魔),假面猫(魔),假面猫(魔),假面猫(魔),假面猫(魔),假面猫(魔)	1061000153,1061000153,1061000153,1061000153,1061000153,1061000153	0	5000	0	1
379	Lv1080 假面猫(魔)	假面猫(魔),假面猫(魔),假面猫(魔),假面猫(魔),假面毒女(物),假面毒女(物)	1061000153,1061000153,1061000153,1061000153,1061000154,1061000154	0	5000	0	1
380	Lv1090 假面毒女(物)	假面毒女(物),假面毒女(物),假面毒女(物),假面毒女(物),假面猫(魔),假面猫(魔)	1061000154,1061000154,1061000154,1061000154,1061000153,1061000153	0	5000	0	1
381	Lv1090 假面毒女(物)	假面毒女(物),假面毒女(物),假面毒女(物),假面毒女(物),假面毒女(物),假面毒女(物)	1061000154,1061000154,1061000154,1061000154,1061000154,1061000154	0	5000	0	1
382	★假面魔导士(物)	假面魔导士(物),深渊毒牙(魔),深渊毒牙(魔),深渊猫(物),深渊猫(物)	1062000019,1061000147,1061000147,1061000148,1061000148	0	5000	0	1
383	Lv1110 疾风盗贼(魔)	疾风盗贼(魔),疾风盗贼(魔),疾风盗贼(魔),疾风盗贼(魔),疾风盗贼(魔),疾风盗贼(魔)	1061000155,1061000155,1061000155,1061000155,1061000155,1061000155	0	5000	0	1
384	Lv1120 疾风护士(物)	疾风护士(物),疾风护士(物),疾风护士(物),疾风护士(物),疾风护士(物),疾风护士(物)	1061000156,1061000156,1061000156,1061000156,1061000156,1061000156	0	5000	0	1
385	Lv1130 疾风邪鸡(魔)	疾风邪鸡(魔),疾风邪鸡(魔),疾风邪鸡(魔),疾风邪鸡(魔),疾风邪鸡(魔),疾风邪鸡(魔)	1061000157,1061000157,1061000157,1061000157,1061000157,1061000157	0	5000	0	1
386	Lv1140 潜行怪盗(物)	潜行怪盗(物),潜行怪盗(物),潜行怪盗(物),潜行怪盗(物),潜行怪盗(物),潜行怪盗(物)	1061000158,1061000158,1061000158,1061000158,1061000158,1061000158	0	5000	0	1
387	Lv1150 潜行针筒怪(魔)	潜行针筒怪(魔),潜行针筒怪(魔),潜行针筒怪(魔),潜行针筒怪(魔),潜行针筒怪(魔),潜行针筒怪(魔)	1061000159,1061000159,1061000159,1061000159,1061000159,1061000159	0	5000	0	1
388	Lv1160 潜行鸡(物)	潜行鸡(物),潜行鸡(物),潜行鸡(物),潜行鸡(物),潜行鸡(物),潜行鸡(物)	1061000160,1061000160,1061000160,1061000160,1061000160,1061000160	0	5000	0	1
389	Lv1170 绿野盗贼(魔)	绿野盗贼(魔),绿野盗贼(魔),绿野盗贼(魔),绿野盗贼(魔),绿野盗贼(魔),绿野盗贼(魔)	1061000161,1061000161,1061000161,1061000161,1061000161,1061000161	0	5000	0	1
390	Lv1180 绿野杀手(物)	绿野杀手(物),绿野杀手(物),绿野杀手(物),绿野杀手(物),绿野杀手(物),绿野杀手(物)	1061000162,1061000162,1061000162,1061000162,1061000162,1061000162	0	5000	0	1
391	Lv1190 绿野护士(魔)	绿野护士(魔),绿野护士(魔),绿野护士(魔),绿野护士(魔),绿野护士(魔),绿野护士(魔)	1061000163,1061000163,1061000163,1061000163,1061000163,1061000163	0	5000	0	1
392	★时间魔术师(魔)	时间魔术师(魔),疾风护士(物),疾风护士(物),疾风邪鸡(魔),疾风邪鸡(魔)	1062000020,1061000156,1061000156,1061000157,1061000157	0	5000	0	1
393	Lv1210 幽冥火枪手(魔)	幽冥火枪手(魔),幽冥火枪手(魔),幽冥火枪手(魔),幽冥火枪手(魔),幽冥火枪手(魔),幽冥火枪手(魔)	1061000164,1061000164,1061000164,1061000164,1061000164,1061000164	0	5000	0	1
394	Lv1220 幽冥怨灵(物)	幽冥怨灵(物),幽冥怨灵(物),幽冥怨灵(物),幽冥怨灵(物),幽冥怨灵(物),幽冥怨灵(物)	1061000165,1061000165,1061000165,1061000165,1061000165,1061000165	0	5000	0	1
395	Lv1230 幽冥夜猫子(魔)	幽冥夜猫子(魔),幽冥夜猫子(魔),幽冥夜猫子(魔),幽冥夜猫子(魔),幽冥夜猫子(魔),幽冥夜猫子(魔)	1061000166,1061000166,1061000166,1061000166,1061000166,1061000166	0	5000	0	1
396	Lv1240 镇山枪手(物)	镇山枪手(物),镇山枪手(物),镇山枪手(物),镇山枪手(物),镇山枪手(物),镇山枪手(物)	1061000167,1061000167,1061000167,1061000167,1061000167,1061000167	0	5000	0	1
397	Lv1250 镇山怨灵(魔)	镇山怨灵(魔),镇山怨灵(魔),镇山怨灵(魔),镇山怨灵(魔),镇山怨灵(魔),镇山怨灵(魔)	1061000168,1061000168,1061000168,1061000168,1061000168,1061000168	0	5000	0	1
398	Lv1260 镇山怪人(物)	镇山怪人(物),镇山怪人(物),镇山怪人(物),镇山怪人(物),镇山怪人(物),镇山怪人(物)	1061000169,1061000169,1061000169,1061000169,1061000169,1061000169	0	5000	0	1
399	Lv1270 悲戚枪手(魔)	悲戚枪手(魔),悲戚枪手(魔),悲戚枪手(魔),悲戚枪手(魔),悲戚枪手(魔),悲戚枪手(魔)	1061000170,1061000170,1061000170,1061000170,1061000170,1061000170	0	5000	0	1
400	Lv1280 悲戚夜猫子(物)	悲戚夜猫子(物),悲戚夜猫子(物),悲戚夜猫子(物),悲戚夜猫子(物),悲戚夜猫子(物),悲戚夜猫子(物)	1061000171,1061000171,1061000171,1061000171,1061000171,1061000171	0	5000	0	1
401	Lv1290 悲戚怨灵(魔)	悲戚怨灵(魔),悲戚怨灵(魔),悲戚怨灵(魔),悲戚怨灵(魔),悲戚怨灵(魔),悲戚怨灵(魔)	1061000172,1061000172,1061000172,1061000172,1061000172,1061000172	0	5000	0	1
402	★侵略人造人(物)	侵略人造人(物),幽冥怨灵(物),幽冥怨灵(物),幽冥夜猫子(魔),幽冥夜猫子(魔)	1062000021,1061000165,1061000165,1061000166,1061000166	0	5000	0	1
403	Lv1310 寄生树怪(物)	寄生树怪(物),寄生树怪(物),寄生树怪(物),寄生树怪(物),寄生树怪(物),寄生树怪(物)	1061000173,1061000173,1061000173,1061000173,1061000173,1061000173	0	5000	0	1
404	Lv1320 寄生女妖(魔)	寄生女妖(魔),寄生女妖(魔),寄生女妖(魔),寄生女妖(魔),寄生女妖(魔),寄生女妖(魔)	1061000174,1061000174,1061000174,1061000174,1061000174,1061000174	0	5000	0	1
405	Lv1330 寄生蟒怪(物)	寄生蟒怪(物),寄生蟒怪(物),寄生蟒怪(物),寄生蟒怪(物),寄生蟒怪(物),寄生蟒怪(物)	1061000175,1061000175,1061000175,1061000175,1061000175,1061000175	0	5000	0	1
406	Lv1340 碧火树精(魔)	碧火树精(魔),碧火树精(魔),碧火树精(魔),碧火树精(魔),碧火树精(魔),碧火树精(魔)	1061000176,1061000176,1061000176,1061000176,1061000176,1061000176	0	5000	0	1
407	Lv1350 碧火小妖(物)	碧火小妖(物),碧火小妖(物),碧火小妖(物),碧火小妖(物),碧火小妖(物),碧火小妖(物)	1061000177,1061000177,1061000177,1061000177,1061000177,1061000177	0	5000	0	1
408	Lv1360 碧火蟒蛇(魔)	碧火蟒蛇(魔),碧火蟒蛇(魔),碧火蟒蛇(魔),碧火蟒蛇(魔),碧火蟒蛇(魔),碧火蟒蛇(魔)	1061000178,1061000178,1061000178,1061000178,1061000178,1061000178	0	5000	0	1
409	Lv1370 诅咒树精(物)	诅咒树精(物),诅咒树精(物),诅咒树精(物),诅咒树精(物),诅咒树精(物),诅咒树精(物)	1061000179,1061000179,1061000179,1061000179,1061000179,1061000179	0	5000	0	1
410	Lv1380 诅咒女妖(魔)	诅咒女妖(魔),诅咒女妖(魔),诅咒女妖(魔),诅咒女妖(魔),诅咒女妖(魔),诅咒女妖(魔)	1061000180,1061000180,1061000180,1061000180,1061000180,1061000180	0	5000	0	1
411	Lv1390 诅咒巨蟒(物)	诅咒巨蟒(物),诅咒巨蟒(物),诅咒巨蟒(物),诅咒巨蟒(物),诅咒巨蟒(物),诅咒巨蟒(物)	1061000181,1061000181,1061000181,1061000181,1061000181,1061000181	0	5000	0	1
412	★雷电魔神(魔)	雷电魔神(魔),寄生女妖(魔),寄生女妖(魔),寄生蟒怪(物),寄生蟒怪(物)	1062000022,1061000174,1061000174,1061000175,1061000175	0	5000	0	1
413	Lv1410 玄女(魔)	玄女(魔),玄女(魔),玄女(魔),玄女(魔),玄女(魔),玄女(魔)	1061000182,1061000182,1061000182,1061000182,1061000182,1061000182	0	5000	0	1
414	Lv1420 玄蟒(物)	玄蟒(物),玄蟒(物),玄蟒(物),玄蟒(物),玄蟒(物),玄蟒(物)	1061000183,1061000183,1061000183,1061000183,1061000183,1061000183	0	5000	0	1
415	Lv1430 玄鬼(魔)	玄鬼(魔),玄鬼(魔),玄鬼(魔),玄鬼(魔),玄鬼(魔),玄鬼(魔)	1061000184,1061000184,1061000184,1061000184,1061000184,1061000184	0	5000	0	1
416	Lv1440 食腐舞女(物)	食腐舞女(物),食腐舞女(物),食腐舞女(物),食腐舞女(物),食腐舞女(物),食腐舞女(物)	1061000185,1061000185,1061000185,1061000185,1061000185,1061000185	0	5000	0	1
