id	name	level	type	iconId	minQuality	maxQuality	point	token	money	repeatNumber	bindMode	remark	effect	useObject	propCDTime	hatred	skillId	expTimes	expMult	chatType	extLife	extMagic	addMoney	expPoint	intPoint	petId	dropId	gemAtt	isDel
1044090809	致死毒药（九级）	4200	8	1144100001	2	2	2100000	0	0	1	0	学会致死毒药九级	0	1	0	0	1031190609	0	0	0	0	0	0	0	0	0	0	0	1
1044090810	致死毒药（十级）	4500	8	1144100001	2	2	2250000	0	0	1	0	学会致死毒药十级	0	1	0	0	1031190610	0	0	0	0	0	0	0	0	0	0	0	1
1044090811	致死毒药（十一级）	4800	8	1144100001	2	2	2400000	0	0	1	0	学会致死毒药十一级	0	1	0	0	1031190611	0	0	0	0	0	0	0	0	0	0	0	1
1044090812	致死毒药（十二级）	5100	8	1144100001	2	2	2550000	0	0	1	0	学会致死毒药十二级	0	1	0	0	1031190612	0	0	0	0	0	0	0	0	0	0	0	1
1044090813	致死毒药（十三级）	5400	8	1144100001	2	2	2700000	0	0	1	0	学会致死毒药十三级	0	1	0	0	1031190613	0	0	0	0	0	0	0	0	0	0	0	1
1044090814	致死毒药（十四级）	6300	8	1144100001	2	2	3150000	0	0	1	0	学会致死毒药十四级	0	1	0	0	1031190614	0	0	0	0	0	0	0	0	0	0	0	1
1044090815	致死毒药（十五级）	6600	8	1144100001	2	2	3300000	0	0	1	0	学会致死毒药十五级	0	1	0	0	1031190615	0	0	0	0	0	0	0	0	0	0	0	1
1044030001	急救（一级）	3	8	1144090001	0	0	100	0	0	1	0	学会急救一级	0	1	0	0	1031030201	0	0	0	0	0	0	0	0	0	0	0	1
1044030002	急救（二级）	100	8	1144090001	0	0	100	0	0	1	0	学会急救二级	0	1	0	0	1031030202	0	0	0	0	0	0	0	0	0	0	0	1
1044030003	急救（三级）	200	8	1144090001	0	0	100	0	0	1	0	学会急救三级	0	1	0	0	1031030203	0	0	0	0	0	0	0	0	0	0	0	1
1044030004	急救（四级）	300	8	1144090001	0	0	100	0	0	1	0	学会急救四级	0	1	0	0	1031030204	0	0	0	0	0	0	0	0	0	0	0	1
1044030005	急救（五级）	400	8	1144090001	0	0	100	0	0	1	0	学会急救五级	0	1	0	0	1031030205	0	0	0	0	0	0	0	0	0	0	0	1
1044030006	急救（六级）	500	8	1144090001	0	0	6000	0	0	1	0	学会急救六级	0	1	0	0	1031030206	0	0	0	0	0	0	0	0	0	0	0	1
1044030007	急救（七级）	600	8	1144090001	0	0	7200	0	0	1	0	学会急救七级	0	1	0	0	1031030207	0	0	0	0	0	0	0	0	0	0	0	1
1044030008	急救（八级）	700	8	1144090001	0	0	8400	0	0	1	0	学会急救八级	0	1	0	0	1031030208	0	0	0	0	0	0	0	0	0	0	0	1
1044030009	急救（九级）	800	8	1144090001	0	0	9600	0	0	1	0	学会急救九级	0	1	0	0	1031030209	0	0	0	0	0	0	0	0	0	0	0	1
1044030010	急救（十级）	900	8	1144090001	0	0	10800	0	0	1	0	学会急救十级	0	1	0	0	1031030210	0	0	0	0	0	0	0	0	0	0	0	1
1044100001	飞针（一级）	150	8	1144090001	0	0	100	0	0	1	0	学会飞针一级	0	1	0	0	1031030301	0	0	0	0	0	0	0	0	0	0	0	1
1044100002	飞针（二级）	300	8	1144090001	0	0	100	0	0	1	0	学会飞针二级	0	1	0	0	1031030302	0	0	0	0	0	0	0	0	0	0	0	1
1044100003	飞针（三级）	450	8	1144090001	0	0	100	0	0	1	0	学会飞针三级	0	1	0	0	1031030303	0	0	0	0	0	0	0	0	0	0	0	1
1044100004	飞针（四级）	600	8	1144090001	0	0	7200	0	0	1	0	学会飞针四级	0	1	0	0	1031030304	0	0	0	0	0	0	0	0	0	0	0	1
1044100005	飞针（五级）	750	8	1144090001	0	0	9000	0	0	1	0	学会飞针五级	0	1	0	0	1031030305	0	0	0	0	0	0	0	0	0	0	0	1
1044100006	飞针（六级）	900	8	1144090001	0	0	10800	0	0	1	0	学会飞针六级	0	1	0	0	1031030306	0	0	0	0	0	0	0	0	0	0	0	1
1044100007	飞针（七级）	1000	8	1144090001	0	0	12000	0	0	1	0	学会飞针七级	0	1	0	0	1031030307	0	0	0	0	0	0	0	0	0	0	0	1
1044100008	飞针（八级）	1100	8	1144090001	0	0	13200	0	0	1	0	学会飞针八级	0	1	0	0	1031030308	0	0	0	0	0	0	0	0	0	0	0	1
1044100009	飞针（九级）	1200	8	1144090001	0	0	14400	0	0	1	0	学会飞针九级	0	1	0	0	1031030309	0	0	0	0	0	0	0	0	0	0	0	1
1044100010	飞针（十级）	1300	8	1144090001	0	0	15600	0	0	1	0	学会飞针十级	0	1	0	0	1031030310	0	0	0	0	0	0	0	0	0	0	0	1
1044030701	人体学（一级）	50	8	1144090001	1	1	100	0	0	1	0	学会人体学一级	0	1	0	0	1031030101	0	0	0	0	0	0	0	0	0	0	0	1
1044030702	人体学（二级）	150	8	1144090001	1	1	100	0	0	1	0	学会人体学二级	0	1	0	0	1031030102	0	0	0	0	0	0	0	0	0	0	0	1
1044030703	人体学（三级）	250	8	1144090001	1	1	100	0	0	1	0	学会人体学三级	0	1	0	0	1031030103	0	0	0	0	0	0	0	0	0	0	0	1
1044030704	人体学（四级）	350	8	1144090001	1	1	100	0	0	1	0	学会人体学四级	0	1	0	0	1031030104	0	0	0	0	0	0	0	0	0	0	0	1
1044030705	人体学（五级）	450	8	1144090001	1	1	100	0	0	1	0	学会人体学五级	0	1	0	0	1031030105	0	0	0	0	0	0	0	0	0	0	0	1
1044030706	人体学（六级）	550	8	1144090001	1	1	6600	0	0	1	0	学会人体学六级	0	1	0	0	1031030106	0	0	0	0	0	0	0	0	0	0	0	1
1044030707	人体学（七级）	650	8	1144090001	1	1	7800	0	0	1	0	学会人体学七级	0	1	0	0	1031030107	0	0	0	0	0	0	0	0	0	0	0	1
1044030708	人体学（八级）	750	8	1144090001	1	1	9000	0	0	1	0	学会人体学八级	0	1	0	0	1031030108	0	0	0	0	0	0	0	0	0	0	0	1
1044030709	人体学（九级）	850	8	1144090001	1	1	10200	0	0	1	0	学会人体学九级	0	1	0	0	1031030109	0	0	0	0	0	0	0	0	0	0	0	1
1044030710	人体学（十级）	950	8	1144090001	1	1	11400	0	0	1	0	学会人体学十级	0	1	0	0	1031030110	0	0	0	0	0	0	0	0	0	0	0	1
1044030101	高级急救（一级）	1100	8	1144090001	2	2	13200	0	0	1	0	学会高级急救一级	0	1	0	0	1031100501	0	0	0	0	0	0	0	0	0	0	0	1
1044030102	高级急救（二级）	1200	8	1144090001	2	2	14400	0	0	1	0	学会高级急救二级	0	1	0	0	1031100502	0	0	0	0	0	0	0	0	0	0	0	1
1044030103	高级急救（三级）	1300	8	1144090001	2	2	15600	0	0	1	0	学会高级急救三级	0	1	0	0	1031100503	0	0	0	0	0	0	0	0	0	0	0	1
1044030104	高级急救（四级）	1400	8	1144090001	2	2	16800	0	0	1	0	学会高级急救四级	0	1	0	0	1031100504	0	0	0	0	0	0	0	0	0	0	0	1
1044030105	高级急救（五级）	1500	8	1144090001	2	2	18000	0	0	1	0	学会高级急救五级	0	1	0	0	1031100505	0	0	0	0	0	0	0	0	0	0	0	1
1044030106	高级急救（六级）	1600	8	1144090001	2	2	160000	0	0	1	0	学会高级急救六级	0	1	0	0	1031100506	0	0	0	0	0	0	0	0	0	0	0	1
1044030107	高级急救（七级）	1700	8	1144090001	2	2	170000	0	0	1	0	学会高级急救七级	0	1	0	0	1031100507	0	0	0	0	0	0	0	0	0	0	0	1
1044030108	高级急救（八级）	1800	8	1144090001	2	2	180000	0	0	1	0	学会高级急救八级	0	1	0	0	1031100508	0	0	0	0	0	0	0	0	0	0	0	1
1044030109	高级急救（九级）	1900	8	1144090001	2	2	190000	0	0	1	0	学会高级急救九级	0	1	0	0	1031100509	0	0	0	0	0	0	0	0	0	0	0	1
1044030110	高级急救（十级）	2000	8	1144090001	2	2	200000	0	0	1	0	学会高级急救十级	0	1	0	0	1031100510	0	0	0	0	0	0	0	0	0	0	0	1
1044030201	伤口感染（一级）	3100	8	1144090001	2	2	310000	0	0	1	0	学会伤口感染一级	0	1	0	0	1031100701	0	0	0	0	0	0	0	0	0	0	0	1
1044030202	伤口感染（二级）	3300	8	1144090001	2	2	330000	0	0	1	0	学会伤口感染二级	0	1	0	0	1031100702	0	0	0	0	0	0	0	0	0	0	0	1
1044030203	伤口感染（三级）	3500	8	1144090001	2	2	350000	0	0	1	0	学会伤口感染三级	0	1	0	0	1031100703	0	0	0	0	0	0	0	0	0	0	0	1
1044030801	强心针（一级）	3200	8	1144090001	2	2	320000	0	0	1	0	学会强心针一级	0	1	0	0	1031100801	0	0	0	0	0	0	0	0	0	0	0	1
1044030802	强心针（二级）	3500	8	1144090001	2	2	350000	0	0	1	0	学会强心针二级	0	1	0	0	1031100802	0	0	0	0	0	0	0	0	0	0	0	1
1044030803	强心针（三级）	3800	8	1144090001	2	2	380000	0	0	1	0	学会强心针三级	0	1	0	0	1031100803	0	0	0	0	0	0	0	0	0	0	0	1
1044030804	强心针（四级）	4100	8	1144090001	2	2	410000	0	0	1	0	学会强心针四级	0	1	0	0	1031100804	0	0	0	0	0	0	0	0	0	0	0	1
1044030805	强心针（五级）	4400	8	1144090001	2	2	440000	0	0	1	0	学会强心针五级	0	1	0	0	1031100805	0	0	0	0	0	0	0	0	0	0	0	1
1044030901	闪电针（一级）	3200	8	1144090001	2	2	320000	0	0	1	0	学会闪电针一级	0	1	0	0	1031100901	0	0	0	0	0	0	0	0	0	0	0	1
1044030902	闪电针（二级）	3500	8	1144090001	2	2	350000	0	0	1	0	学会闪电针二级	0	1	0	0	1031100902	0	0	0	0	0	0	0	0	0	0	0	1
1044030903	闪电针（三级）	3800	8	1144090001	2	2	380000	0	0	1	0	学会闪电针三级	0	1	0	0	1031100903	0	0	0	0	0	0	0	0	0	0	0	1
1044030904	闪电针（四级）	4100	8	1144090001	2	2	410000	0	0	1	0	学会闪电针四级	0	1	0	0	1031100904	0	0	0	0	0	0	0	0	0	0	0	1
1044030905	闪电针（五级）	4400	8	1144090001	2	2	440000	0	0	1	0	学会闪电针五级	0	1	0	0	1031100905	0	0	0	0	0	0	0	0	0	0	0	1
1044030301	伤口缝合	200	8	1144090001	1	1	100	0	0	1	0	学会伤口缝合	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044030302	高级伤口缝合	370	8	1144090001	2	2	100	0	0	1	0	学会高级伤口缝合	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044100101	高级连锁注射（一级）	1100	8	1144090001	1	1	13200	0	0	1	0	学会高级连锁注射一级	0	1	0	0	1031100601	0	0	0	0	0	0	0	0	0	0	0	1
1044100102	高级连锁注射（二级）	1200	8	1144090001	1	1	14400	0	0	1	0	学会高级连锁注射二级	0	1	0	0	1031100602	0	0	0	0	0	0	0	0	0	0	0	1
1044100103	高级连锁注射（三级）	1300	8	1144090001	2	2	15600	0	0	1	0	学会高级连锁注射三级	0	1	0	0	1031100603	0	0	0	0	0	0	0	0	0	0	0	1
1044100104	高级连锁注射（四级）	1400	8	1144090001	2	2	16800	0	0	1	0	学会高级连锁注射四级	0	1	0	0	1031100604	0	0	0	0	0	0	0	0	0	0	0	1
1044100105	高级连锁注射（五级）	1500	8	1144090001	2	2	18000	0	0	1	0	学会高级连锁注射五级	0	1	0	0	1031100605	0	0	0	0	0	0	0	0	0	0	0	1
1044100106	高级连锁注射（六级）	1600	8	1144090001	2	2	160000	0	0	1	0	学会高级连锁注射六级	0	1	0	0	1031100606	0	0	0	0	0	0	0	0	0	0	0	1
1044100107	高级连锁注射（七级）	1700	8	1144090001	2	2	170000	0	0	1	0	学会高级连锁注射七级	0	1	0	0	1031100607	0	0	0	0	0	0	0	0	0	0	0	1
1044100108	高级连锁注射（八级）	1800	8	1144090001	2	2	180000	0	0	1	0	学会高级连锁注射八级	0	1	0	0	1031100608	0	0	0	0	0	0	0	0	0	0	0	1
1044100109	高级连锁注射（九级）	1900	8	1144090001	2	2	190000	0	0	1	0	学会高级连锁注射九级	0	1	0	0	1031100609	0	0	0	0	0	0	0	0	0	0	0	1
1044100110	高级连锁注射（十级）	2000	8	1144090001	2	2	200000	0	0	1	0	学会高级连锁注射十级	0	1	0	0	1031100610	0	0	0	0	0	0	0	0	0	0	0	1
1044100201	静脉注射（一级）	250	8	1144090001	1	1	100	0	0	1	0	学会静脉注射一级	0	1	0	0	1031100101	0	0	0	0	0	0	0	0	0	0	0	1
1044100202	静脉注射（二级）	400	8	1144090001	1	1	100	0	0	1	0	学会静脉注射二级	0	1	0	0	1031100102	0	0	0	0	0	0	0	0	0	0	0	1
1044100203	静脉注射（三级）	550	8	1144090001	1	1	6600	0	0	1	0	学会静脉注射三级	0	1	0	0	1031100103	0	0	0	0	0	0	0	0	0	0	0	1
1044100204	静脉注射（四级）	700	8	1144090001	1	1	8400	0	0	1	0	学会静脉注射四级	0	1	0	0	1031100104	0	0	0	0	0	0	0	0	0	0	0	1
1044100205	静脉注射（五级）	850	8	1144090001	1	1	10200	0	0	1	0	学会静脉注射五级	0	1	0	0	1031100105	0	0	0	0	0	0	0	0	0	0	0	1
1044100206	静脉注射（六级）	1000	8	1144090001	1	1	12000	0	0	1	0	学会静脉注射六级	0	1	0	0	1031100106	0	0	0	0	0	0	0	0	0	0	0	1
1044100301	连锁注射（一级）	500	8	1144090001	2	2	6000	0	0	1	0	学会连锁注射一级	0	1	0	0	1031100201	0	0	0	0	0	0	0	0	0	0	0	1
1044100302	连锁注射（二级）	650	8	1144090001	2	2	7800	0	0	1	0	学会连锁注射二级	0	1	0	0	1031100202	0	0	0	0	0	0	0	0	0	0	0	1
1044100303	连锁注射（三级）	800	8	1144090001	2	2	9600	0	0	1	0	学会连锁注射三级	0	1	0	0	1031100203	0	0	0	0	0	0	0	0	0	0	0	1
1044100304	连锁注射（四级）	950	8	1144090001	2	2	11400	0	0	1	0	学会连锁注射四级	0	1	0	0	1031100204	0	0	0	0	0	0	0	0	0	0	0	1
1044100401	浪漫飞刀（一级）	300	8	1144090001	2	2	100	0	0	1	0	学会浪漫飞刀一级	0	1	0	0	1031100301	0	0	0	0	0	0	0	0	0	0	0	1
1044100402	浪漫飞刀（二级）	400	8	1144090001	2	2	100	0	0	1	0	学会浪漫飞刀二级	0	1	0	0	1031100302	0	0	0	0	0	0	0	0	0	0	0	1
1044100403	浪漫飞刀（三级）	500	8	1144090001	2	2	6000	0	0	1	0	学会浪漫飞刀三级	0	1	0	0	1031100303	0	0	0	0	0	0	0	0	0	0	0	1
1044100404	浪漫飞刀（四级）	600	8	1144090001	2	2	7200	0	0	1	0	学会浪漫飞刀四级	0	1	0	0	1031100304	0	0	0	0	0	0	0	0	0	0	0	1
1044100405	浪漫飞刀（五级）	700	8	1144090001	2	2	8400	0	0	1	0	学会浪漫飞刀五级	0	1	0	0	1031100305	0	0	0	0	0	0	0	0	0	0	0	1
1044100406	浪漫飞刀（六级）	800	8	1144090001	2	2	9600	0	0	1	0	学会浪漫飞刀六级	0	1	0	0	1031100306	0	0	0	0	0	0	0	0	0	0	0	1
1044100407	浪漫飞刀（七级）	900	8	1144090001	2	2	10800	0	0	1	0	学会浪漫飞刀七级	0	1	0	0	1031100307	0	0	0	0	0	0	0	0	0	0	0	1
1044100408	浪漫飞刀（八级）	1000	8	1144090001	2	2	12000	0	0	1	0	学会浪漫飞刀八级	0	1	0	0	1031100308	0	0	0	0	0	0	0	0	0	0	0	1
1044100409	浪漫飞刀（九级）	1100	8	1144090001	2	2	13200	0	0	1	0	学会浪漫飞刀九级	0	1	0	0	1031100309	0	0	0	0	0	0	0	0	0	0	0	1
1044100410	浪漫飞刀（十级）	1200	8	1144090001	2	2	14400	0	0	1	0	学会浪漫飞刀十级	0	1	0	0	1031100310	0	0	0	0	0	0	0	0	0	0	0	1
1044100411	浪漫飞刀（十一级）	3000	8	1144090001	2	2	300000	0	0	1	0	学会浪漫飞刀十一级	0	1	0	0	1031100311	0	0	0	0	0	0	0	0	0	0	0	1
1044100412	浪漫飞刀（十二级）	3200	8	1144090001	2	2	320000	0	0	1	0	学会浪漫飞刀十二级	0	1	0	0	1031100312	0	0	0	0	0	0	0	0	0	0	0	1
1044100413	浪漫飞刀（十三级）	3400	8	1144090001	2	2	340000	0	0	1	0	学会浪漫飞刀十三级	0	1	0	0	1031100313	0	0	0	0	0	0	0	0	0	0	0	1
1044100414	浪漫飞刀（十四级）	3600	8	1144090001	2	2	360000	0	0	1	0	学会浪漫飞刀十四级	0	1	0	0	1031100314	0	0	0	0	0	0	0	0	0	0	0	1
1044100415	浪漫飞刀（十五级）	3800	8	1144090001	2	2	380000	0	0	1	0	学会浪漫飞刀十五级	0	1	0	0	1031100315	0	0	0	0	0	0	0	0	0	0	0	1
1044100416	浪漫飞刀（十六级）	4000	8	1144090001	2	2	400000	0	0	1	0	学会浪漫飞刀十六级	0	1	0	0	1031100316	0	0	0	0	0	0	0	0	0	0	0	1
1044100417	浪漫飞刀（十七级）	4800	8	1144090001	2	2	480000	0	0	1	0	浪漫飞刀（十七级）	0	1	0	0	1031100317	0	0	0	0	0	0	0	0	0	0	0	1
1044100418	浪漫飞刀（十八级）	5000	8	1144090001	2	2	500000	0	0	1	0	浪漫飞刀（十八级）	0	1	0	0	1031100318	0	0	0	0	0	0	0	0	0	0	0	1
1044100419	浪漫飞刀（十九级）	5200	8	1144090001	2	2	520000	0	0	1	0	浪漫飞刀（十九级）	0	1	0	0	1031100319	0	0	0	0	0	0	0	0	0	0	0	1
1044100420	浪漫飞刀（二十级）	5400	8	1144090001	2	2	540000	0	0	1	0	浪漫飞刀（二十级）	0	1	0	0	1031100320	0	0	0	0	0	0	0	0	0	0	0	1
1044100421	浪漫飞刀（二十一级）	5600	8	1144090001	2	2	560000	0	0	1	0	浪漫飞刀（二十一级）	0	1	0	0	1031100321	0	0	0	0	0	0	0	0	0	0	0	1
1044110101	心灵启示（一级）	1100	8	1144090001	2	2	13200	0	0	1	0	学会心灵启示一级	0	1	0	0	1031100401	0	0	0	0	0	0	0	0	0	0	0	1
1044110102	心灵启示（二级）	1200	8	1144090001	2	2	14400	0	0	1	0	学会心灵启示二级	0	1	0	0	1031100402	0	0	0	0	0	0	0	0	0	0	0	1
1044110103	心灵启示（三级）	1300	8	1144090001	2	2	15600	0	0	1	0	学会心灵启示三级	0	1	0	0	1031100403	0	0	0	0	0	0	0	0	0	0	0	1
1044110104	心灵启示（四级）	1400	8	1144090001	2	2	16800	0	0	1	0	学会心灵启示四级	0	1	0	0	1031100404	0	0	0	0	0	0	0	0	0	0	0	1
1044110105	心灵启示（五级）	1500	8	1144090001	2	2	18000	0	0	1	0	学会心灵启示五级	0	1	0	0	1031100405	0	0	0	0	0	0	0	0	0	0	0	1
1044110001	动感光波	3	8	1144110001	0	0	100	0	0	1	0	学会动感光波	0	1	0	0	1031040001	0	0	0	0	0	0	0	0	0	0	0	1
1044110002	动感光波（二级）	80	8	1144110001	0	0	100	0	0	1	0	动感光波（二级）	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044110003	动感光波（三级）	130	8	1144110001	0	0	100	0	0	1	0	动感光波（三级）	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044110004	动感光波（四级）	180	8	1144110001	0	0	100	0	0	1	0	动感光波（四级）	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044110207	魔幻飞牌（一级）	50	8	1144110001	1	1	100	0	0	1	0	学会魔幻飞牌一级	0	1	0	0	1031040207	0	0	0	0	0	0	0	0	0	0	0	1
1044110201	魔幻飞牌（二级）	150	8	1144110001	1	1	100	0	0	1	0	学会魔幻飞牌二级	0	1	0	0	1031040201	0	0	0	0	0	0	0	0	0	0	0	1
1044110202	魔幻飞牌（三级）	250	8	1144110001	1	1	100	0	0	1	0	学会魔幻飞牌三级	0	1	0	0	1031040202	0	0	0	0	0	0	0	0	0	0	0	1
1044110203	魔幻飞牌（四级）	350	8	1144110001	1	1	100	0	0	1	0	学会魔幻飞牌四级	0	1	0	0	1031040203	0	0	0	0	0	0	0	0	0	0	0	1
1044110204	魔幻飞牌（五级）	450	8	1144110001	1	1	100	0	0	1	0	学会魔幻飞牌五级	0	1	0	0	1031040204	0	0	0	0	0	0	0	0	0	0	0	1
1044110205	魔幻飞牌（六级）	550	8	1144110001	1	1	6600	0	0	1	0	学会魔幻飞牌六级	0	1	0	0	1031040205	0	0	0	0	0	0	0	0	0	0	0	1
1044110206	魔幻飞牌（七级）	650	8	1144110001	1	1	7800	0	0	1	0	学会魔幻飞牌七级	0	1	0	0	1031040206	0	0	0	0	0	0	0	0	0	0	0	1
1044110208	魔幻飞牌（八级）	750	8	1144110001	1	1	9000	0	0	1	0	学会魔幻飞牌八级	0	1	0	0	1031040208	0	0	0	0	0	0	0	0	0	0	0	1
1044110209	魔幻飞牌（九级）	850	8	1144110001	1	1	10200	0	0	1	0	学会魔幻飞牌九级	0	1	0	0	1031040209	0	0	0	0	0	0	0	0	0	0	0	1
1044110210	魔幻飞牌（十级）	950	8	1144110001	1	1	11400	0	0	1	0	学会魔幻飞牌十级	0	1	0	0	1031040210	0	0	0	0	0	0	0	0	0	0	0	1
1044110501	意识流（一级）	100	8	1144110001	2	2	100	0	0	1	0	学会意识流一级	0	1	0	0	1031040301	0	0	0	0	0	0	0	0	0	0	0	1
1044110502	意识流（二级）	200	8	1144110001	2	2	100	0	0	1	0	学会意识流二级	0	1	0	0	1031040302	0	0	0	0	0	0	0	0	0	0	0	1
1044110503	意识流（三级）	300	8	1144110001	2	2	100	0	0	1	0	学会意识流三级	0	1	0	0	1031040303	0	0	0	0	0	0	0	0	0	0	0	1
1044110504	意识流（四级）	400	8	1144110001	2	2	100	0	0	1	0	学会意识流四级	0	1	0	0	1031040304	0	0	0	0	0	0	0	0	0	0	0	1
1044110505	意识流（五级）	500	8	1144110001	2	2	6000	0	0	1	0	学会意识流五级	0	1	0	0	1031040305	0	0	0	0	0	0	0	0	0	0	0	1
1044110506	意识流（六级）	600	8	1144110001	2	2	7200	0	0	1	0	学会意识流六级	0	1	0	0	1031040306	0	0	0	0	0	0	0	0	0	0	0	1
1044110507	意识流（七级）	700	8	1144110001	2	2	8400	0	0	1	0	学会意识流七级	0	1	0	0	1031040307	0	0	0	0	0	0	0	0	0	0	0	1
1044110508	意识流（八级）	800	8	1144110001	2	2	9600	0	0	1	0	学会意识流八级	0	1	0	0	1031040308	0	0	0	0	0	0	0	0	0	0	0	1
1044110509	意识流（九级）	900	8	1144110001	2	2	10800	0	0	1	0	学会意识流九级	0	1	0	0	1031040309	0	0	0	0	0	0	0	0	0	0	0	1
1044110510	意识流（十级）	1000	8	1144110001	2	2	12000	0	0	1	0	学会意识流十级	0	1	0	0	1031040310	0	0	0	0	0	0	0	0	0	0	0	1
1044110601	飞骰冲击（一级）	250	8	1144110001	2	2	100	0	0	1	0	学会飞骰冲击一级	0	1	0	0	1031110001	0	0	0	0	0	0	0	0	0	0	0	1
1044110602	飞骰冲击（二级）	400	8	1144110001	2	2	100	0	0	1	0	学会飞骰冲击二级	0	1	0	0	1031110002	0	0	0	0	0	0	0	0	0	0	0	1
1044110603	飞骰冲击（三级）	550	8	1144110001	2	2	6600	0	0	1	0	学会飞骰冲击三级	0	1	0	0	1031110003	0	0	0	0	0	0	0	0	0	0	0	1
1044110604	飞骰冲击（四级）	700	8	1144110001	2	2	8400	0	0	1	0	学会飞骰冲击四级	0	1	0	0	1031110004	0	0	0	0	0	0	0	0	0	0	0	1
1044110605	飞骰冲击（五级）	850	8	1144110001	2	2	10200	0	0	1	0	学会飞骰冲击五级	0	1	0	0	1031110005	0	0	0	0	0	0	0	0	0	0	0	1
1044110606	飞骰冲击（六级）	1000	8	1144110001	2	2	12000	0	0	1	0	学会飞骰冲击六级	0	1	0	0	1031110006	0	0	0	0	0	0	0	0	0	0	0	1
1044120207	纸牌旋涡（一级）	1100	8	1144110001	2	2	13200	0	0	1	0	学会纸牌旋涡一级	0	1	0	0	1031040401	0	0	0	0	0	0	0	0	0	0	0	1
1044120201	纸牌旋涡（二级）	1200	8	1144110001	2	2	14400	0	0	1	0	学会纸牌旋涡二级	0	1	0	0	1031040402	0	0	0	0	0	0	0	0	0	0	0	1
1044120202	纸牌旋涡（三级）	1300	8	1144110001	2	2	15600	0	0	1	0	学会纸牌旋涡三级	0	1	0	0	1031040403	0	0	0	0	0	0	0	0	0	0	0	1
1044120203	纸牌旋涡（四级）	1400	8	1144110001	2	2	16800	0	0	1	0	学会纸牌旋涡四级	0	1	0	0	1031040404	0	0	0	0	0	0	0	0	0	0	0	1
1044120204	纸牌旋涡（五级）	1500	8	1144110001	2	2	18000	0	0	1	0	学会纸牌旋涡五级	0	1	0	0	1031040405	0	0	0	0	0	0	0	0	0	0	0	1
1044120205	纸牌旋涡（六级）	1600	8	1144110001	2	2	160000	0	0	1	0	学会纸牌旋涡六级	0	1	0	0	1031040406	0	0	0	0	0	0	0	0	0	0	0	1
1044120206	纸牌旋涡（七级）	1700	8	1144110001	2	2	170000	0	0	1	0	学会纸牌旋涡七级	0	1	0	0	1031040407	0	0	0	0	0	0	0	0	0	0	0	1
1044120208	纸牌旋涡（八级）	1800	8	1144110001	2	2	180000	0	0	1	0	学会纸牌旋涡八级	0	1	0	0	1031040408	0	0	0	0	0	0	0	0	0	0	0	1
1044120209	纸牌旋涡（九级）	1900	8	1144110001	2	2	190000	0	0	1	0	学会纸牌旋涡九级	0	1	0	0	1031040409	0	0	0	0	0	0	0	0	0	0	0	1
1044120210	纸牌旋涡（十级）	2000	8	1144110001	2	2	200000	0	0	1	0	学会纸牌旋涡十级	0	1	0	0	1031040410	0	0	0	0	0	0	0	0	0	0	0	1
1044120301	纸牌风暴（一级）	1100	8	1144110001	2	2	13200	0	0	1	0	学会纸牌风暴一级	0	1	0	0	1031040501	0	0	0	0	0	0	0	0	0	0	0	1
1044120302	纸牌风暴（二级）	1200	8	1144110001	2	2	14400	0	0	1	0	学会纸牌风暴二级	0	1	0	0	1031040502	0	0	0	0	0	0	0	0	0	0	0	1
1044120303	纸牌风暴（三级）	1300	8	1144110001	2	2	15600	0	0	1	0	学会纸牌风暴三级	0	1	0	0	1031040503	0	0	0	0	0	0	0	0	0	0	0	1
1044120304	纸牌风暴（四级）	1400	8	1144110001	2	2	16800	0	0	1	0	学会纸牌风暴四级	0	1	0	0	1031040504	0	0	0	0	0	0	0	0	0	0	0	1
1044120305	纸牌风暴（五级）	1500	8	1144110001	2	2	18000	0	0	1	0	学会纸牌风暴五级	0	1	0	0	1031040505	0	0	0	0	0	0	0	0	0	0	0	1
1044120306	纸牌风暴（六级）	3000	8	1144110001	2	2	300000	0	0	1	0	学会纸牌风暴六级	0	1	0	0	1031040506	0	0	0	0	0	0	0	0	0	0	0	1
1044120307	纸牌风暴（七级）	3200	8	1144110001	2	2	320000	0	0	1	0	学会纸牌风暴七级	0	1	0	0	1031040507	0	0	0	0	0	0	0	0	0	0	0	1
1044120308	纸牌风暴（八级）	3400	8	1144110001	2	2	340000	0	0	1	0	学会纸牌风暴八级	0	1	0	0	1031040508	0	0	0	0	0	0	0	0	0	0	0	1
1044120309	纸牌风暴（九级）	3600	8	1144110001	2	2	360000	0	0	1	0	学会纸牌风暴九级	0	1	0	0	1031040509	0	0	0	0	0	0	0	0	0	0	0	1
1044120310	纸牌风暴（十级）	3800	8	1144110001	2	2	380000	0	0	1	0	学会纸牌风暴十级	0	1	0	0	1031040510	0	0	0	0	0	0	0	0	0	0	0	1
1044120311	纸牌风暴（十一级）	4000	8	1144110001	2	2	400000	0	0	1	0	学会纸牌风暴十一级	0	1	0	0	1031040511	0	0	0	0	0	0	0	0	0	0	0	1
