goodsId	name	saleRate	buyRate
1044200511	超级异体体能（十一级）	30	100
1044170001	超级高爆炸药（一级）	30	100
1044170002	超级高爆炸药（二级）	30	100
1044170003	超级高爆炸药（三级）	30	100
1044170004	超级高爆炸药（四级）	30	100
1044170005	超级高爆炸药（五级）	30	100
1044170006	超级高爆炸药（六级）	30	100
1044170007	超级高爆炸药（七级）	30	100
1044170008	超级高爆炸药（八级）	30	100
1044170009	超级高爆炸药（九级）	30	100
1044170010	超级高爆炸药（十级）	30	100
1044170011	超级高爆炸药（十一级）	30	100
1044170012	超级高爆炸药（十二级）	30	100
1044170013	超级高爆炸药（十三级）	30	100
1044170014	超级高爆炸药（十四级）	30	100
1044170015	超级高爆炸药（十五级）	30	100
1044170016	超级高爆炸药（十六级）	30	100
1044170017	超级高爆炸药（十七级）	30	100
1044170101	超级格斗（一级）	30	100
1044170201	超级野性（一级）	30	100
1044170301	超级特种兵体能（一级）	30	100
1044170701	超级原子弹（一级）	30	100
1044170401	超级破甲弹（一级）	30	100
1044170402	超级破甲弹（二级）	30	100
1044170403	超级破甲弹（三级）	30	100
1044170404	超级破甲弹（四级）	30	100
1044170405	超级破甲弹（五级）	30	100
1044170406	超级破甲弹（六级）	30	100
1044170407	超级破甲弹（七级）	30	100
1044170408	超级破甲弹（八级）	30	100
1044170409	超级破甲弹（九级）	30	100
1044170410	超级破甲弹（十级）	30	100
1044170411	超级破甲弹（十一级）	30	100
1044170412	超级破甲弹（十二级）	30	100
1044170501	超级爆破（一级）	30	100
1044170601	超级国防（一级）	30	100
1044170602	超级国防（二级）	30	100
1044170603	超级国防（三级）	30	100
1044170604	超级国防（四级）	30	100
1044170605	超级国防（五级）	30	100
1044170606	超级国防（六级）	30	100
1044170607	超级国防（七级）	30	100
1044170608	超级国防（八级）	30	100
1044170609	超级国防（九级）	30	100
1044170610	超级国防（十级）	30	100
1044170611	超级国防（十一级）	30	100
1044190001	超级神经刀（一级）	30	100
1044190002	超级神经刀（二级）	30	100
1044190003	超级神经刀（三级）	30	100
1044190004	超级神经刀（四级）	30	100
1044190005	超级神经刀（五级）	30	100
1044190006	超级神经刀（六级）	30	100
1044190007	超级神经刀（七级）	30	100
1044190008	超级神经刀（八级）	30	100
1044190009	超级神经刀（九级）	30	100
1044190010	超级神经刀（十级）	30	100
1044190011	超级神经刀（十一级）	30	100
1044190012	超级神经刀（十二级）	30	100
1044190013	超级神经刀（十三级）	30	100
1044190014	超级神经刀（十四级）	30	100
1044190015	超级神经刀（十五级）	30	100
1044190101	超级心灵（一级）	30	100
1044190201	超级急救术（一级）	30	100
1044190202	超级急救术（二级）	30	100
1044190203	超级急救术（三级）	30	100
1044190204	超级急救术（四级）	30	100
1044190301	超级连锁救治（一级）	30	100
1044190302	超级连锁救治（二级）	30	100
1044190303	超级连锁救治（三级）	30	100
1044190304	超级连锁救治（四级）	30	100
1044190401	超级人体（一级）	30	100
1044190501	超级致死毒药（一级）	30	100
1044190502	超级致死毒药（二级）	30	100
1044190503	超级致死毒药（三级）	30	100
1044190504	超级致死毒药（四级）	30	100
1044190505	超级致死毒药（五级）	30	100
1044190506	超级致死毒药（六级）	30	100
1044190601	超级强心剂（一级）	30	100
1044190701	超级潜能（一级）	30	100
1044190801	超级营养（一级）	30	100
1044190802	超级营养（二级）	30	100
1044190803	超级营养（三级）	30	100
1044190804	超级营养（四级）	30	100
1044190805	超级营养（五级）	30	100
1044190806	超级营养（六级）	30	100
1044190807	超级营养（七级）	30	100
1044190808	超级营养（八级）	30	100
1044190809	超级营养（九级）	30	100
1044190810	超级营养（十级）	30	100
1044190811	超级营养（十一级）	30	100
